取得日時,権利年月,残日数(D-N),コード,銘柄名,日興在庫,カブ在庫,楽天在庫,SBI信号,GMO信号,松井信号,マネ信号,株価,株数,クロス日数,貸株コスト,最大逆日歩,Rtn_楽天,Rtn_日興,Rtn_SBI
2026-09-20 06:16,2027-07,208,1444,ニッソウ,,,,―,―,―,―,2731,300,309,7630,0,,,―
2026-09-20 06:16,2027-07,208,2217,モロゾフ,0,,,―,―,―,―,1491,100,309,1388,6.0,,,―
2026-09-20 06:16,2027-07,208,2353,日本駐車場開発,0,,146900,◎,1000,―,―,272,500,309,1266,1.0,41000,127000,◎
2026-09-20 06:16,2027-07,208,2424,ブラス,0,,,―,―,―,―,614,200,309,1144,0,,,―
2026-09-20 06:16,2027-07,208,2590,ダイドーグループホールディングス,1300,,7600,―,―,―,―,3010,200,297,5388,10,,,―
2026-09-20 06:16,2027-07,208,3070,アマガサ,,,,―,―,―,―,0,100,309,,0,,,―
2026-09-20 06:16,2027-07,208,3159,丸善ＣＨＩホールディングス,0,,,―,―,―,―,381,100,309,355,18,,0,―
2026-09-20 06:16,2027-07,208,3172,ティーライフ,0,,,―,―,―,―,1125,100,309,1048,58.0,,0,―
2026-09-20 06:16,2027-07,208,3193,エターナルホスピタリティグループ,0,,900,×,―,―,―,1323,100,309,1232,66.0,0,0,×
2026-09-20 06:16,2027-07,208,3399,丸千代山岡家,,,,―,―,―,―,3840,100,309,3576,43.0,,,―
2026-09-20 06:16,2027-07,208,3418,バルニバービ,,,,―,―,―,―,1050,100,309,978,0,,,―
2026-09-20 06:16,2027-07,208,3421,稲葉製作所,0,,0,×,―,―,―,1621,100,309,1510,0,0,600,×
2026-09-20 06:16,2027-07,208,3455,ヘルスケア＆メディカル投資法人,5,,,―,―,―,―,96000,1,309,894,465,,,―
2026-09-20 06:16,2027-07,208,3463,いちごホテルリート投資法人,1,,,―,―,―,―,108300,1,309,1009,0,,,―
2026-09-20 06:16,2027-07,208,3539,ＪＭホールディングス,0,4500,13900,▲,―,―,―,1416,100,309,1319,4.0,,,▲
2026-09-20 06:16,2027-07,208,3662,エイチームホールディングス,0,,0,×,―,―,―,937,500,309,4363,62.0,0,0,×
2026-09-20 06:16,2027-07,208,3665,エニグモ,0,,,―,―,―,―,415,200,309,773,0.0,,,―
2026-09-20 06:16,2027-07,208,3930,はてな,,,,―,―,―,▲,769,300,309,2148,0,,,―
2026-09-20 06:16,2027-07,208,3931,バリューゴルフ,,,,―,―,―,―,0,200,309,,0,,,―
2026-09-20 06:16,2027-07,208,4014,カラダノート,,,,―,―,―,―,453,1000,309,4218,0,,,―
2026-09-20 06:16,2027-07,208,4934,プレミアアンチエイジング,,,,―,―,―,―,592,100,309,551,0.0,,,―
2026-09-20 06:16,2027-07,208,4936,アクシージア,,,,×,―,―,―,300,200,309,559,19.0,,,×
2026-09-20 06:16,2027-07,208,5248,テクノロジーズ,,,,―,―,―,―,517,1000,309,4814,0,,,―
2026-09-20 06:16,2027-07,208,6040,日本スキー場開発,,,,―,―,―,―,465,100,309,433,0,,,―
2026-09-20 06:16,2027-07,208,6577,ベストワンドットコム,,,,―,―,―,―,1367,100,309,1273,0,,,―
2026-09-20 06:16,2027-07,208,6654,不二電機工業,0,,,―,―,―,―,1080,300,309,3017,58.0,,0,―
2026-09-20 06:16,2027-07,208,6721,ウインテスト,,,,―,―,―,―,0,1000,309,,0,,,―
2026-09-20 06:16,2027-07,208,7073,ジェイック,,,,―,―,―,―,2282,100,309,2125,0,,,―
2026-09-20 06:16,2027-07,208,7097,さくらさくプラス,,,,―,―,―,―,2740,200,309,5103,0,,,―
2026-09-20 06:16,2027-07,208,7126,グローバルスタイル,,,,―,―,―,―,1450,200,309,2701,0,,,―
2026-09-20 06:16,2027-07,208,7196,Ｃａｓａ,0,,,―,―,―,―,753,100,309,701,0,,0,―
2026-09-20 06:16,2027-07,208,7590,タカショー,2700,,,―,―,―,―,400,100,,376,,,2700,―
2026-09-20 06:16,2027-07,208,7614,オーエムツーネットワーク,,,,―,―,―,―,1542,500,309,7180,0,,,―
2026-09-20 06:16,2027-07,208,7674,ＮＡＴＴＹ　ＳＷＡＮＫＹホールディングス,,,,―,―,―,―,2749,100,309,2560,0,,,―
2026-09-20 06:16,2027-07,208,7678,あさくま,,,,―,―,―,―,3840,100,309,3576,307.0,,,―
2026-09-20 06:16,2027-07,208,7682,浜木綿,,,,―,―,―,―,0,100,309,,0,,,―
2026-09-20 06:16,2027-07,208,7683,ダブルエー,,,,―,―,―,―,1410,100,309,1313,0,,,―
2026-09-20 06:16,2027-07,208,7810,クロスフォー,,,,―,―,―,―,151,1000,309,1406,24,,,―
2026-09-20 06:16,2027-07,208,7850,総合商研,,,,―,―,―,―,0,1000,309,,0,,,―
2026-09-20 06:16,2027-07,208,9166,ＧＥＮＤＡ,,,,―,―,―,―,690,100,309,643,0,,,―
2026-09-20 06:16,2027-07,208,9235,売れるネット広告社グループ,,,,―,―,―,―,403,200,309,751,0,,,―
2026-09-20 06:16,2027-07,208,9242,メディア総研,,,,―,―,―,―,0,200,309,,0,,,―
2026-09-20 06:16,2027-07,208,9262,シルバーライフ,0,,,―,―,―,▲,678,200,309,1263,2.0,,,―
2026-09-20 06:16,2027-07,208,9636,きんえい,,,,―,―,―,―,4200,75,309,2933,0,,,―
