監視,優先度,コード,銘柄名,優待内容,優待価値,必要資金,総合利回り,売建上限,長期優遇,制度信用指標,権利月
False,,2436,共同ピーアール,【400株】プレミアム優待クラブ1500ポイント【注：継続保有制限】,900,24.0,0.38,,,,2026-12
False,,2489,アドウェイズ,【1000株】オールドルーキーサウナ回数券4枚,,278,0.0,0,,注意喚起:注意喚起,2026-12
False,,2501,サッポロビール,"【100株】電子クーポン1,000円【注：継続保有制限】",1000,81,0.54,9200,,max逆日歩:8.0,2026-12
False,,2503,キリンホールディングス,【100株】自社商品500円相当【注：継続保有制限】,275,28.0,0.1,,,max逆日歩:2.0,2026-12
False,,2533,オエノンホールディングス,【1000株】オリジナル焼酎「酒女神（オエノ）」【注：継続保有制限】,1553,48.0,0.32,,,max逆日歩:2.0,2026-12
False,,2573,北海道コカ・コーラボトリング,【100株】Coke ON®ドリンクチケット25枚などから選択,2250,41.0,0.55,,,注意喚起:申込停止,2026-12
False,,2579,コカ・コーラ　ボトラーズジャパンホールデ,【100株】Coke ONドリンクチケット 5枚【注：継続保有制限】,350,38.0,0.09,,,max逆日歩:3.0,2026-12
False,,2597,ユニカフェ,【100株】コーヒー製品詰め合わせ2000円相当,2000,12,1.7,,,,2026-12
False,,2676,高千穂交易,【100株】プレミアム優待クラブ600ポイント,600,22,0.3,0,,max逆日歩:1.0,2026-12
False,,2700,木徳神糧,【500株】米穀製品５㎏相当,1000,86.0,0.12,,,,2026-12
False,,2702,日本マクドナルドホールディングス,【100株】食事優待券(6枚) 【注：継続保有制限】,4080,65,0.52,3900,,max逆日歩:60,2026-12
False,,2752,フジオフードグループ本社,【100株】食事優待券など3000円相当,3000,12,2.6,0,,注意喚起:注意喚起 / max逆日歩:144,2026-12
False,,2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤ,【100株】30％割引券2枚,20,,0.0,,,,2026-12
False,,2871,ニチレイ,【500株】グループ商品の詰め合わせ2500円相当,1250,110.0,0.11,,,max逆日歩:0.0,2026-12
False,,2931,ユーグレナ,【100株】ユーグレナオンライン割引クーポン2000円相当,2000,4,4.9,21000,,max逆日歩:0.0,2026-12
False,,2932,ＳＴＩフードホールディングス,【300株】STONE ROLLS缶詰9缶セット【注：継続保有制限】,1200,33.0,0.36,,,,2026-12
False,,2970,ＧＬＣ　ＧＲＯＵＰ,【400株】デジタルギフト20000円相当【注：継続保有制限】,19400,45.0,4.35,,,,2026-12
False,,2981,ランディックス,"【400株】プレミアム優待クラブ1,500ポイント",900,93.0,0.1,,,,2026-12
False,,2986,ＬＡホールディングス,【100株】デジタルギフト® 500円分,485,30.0,0.16,,,max逆日歩:33.0,2026-12
False,,3001,片倉工業,【100株】肌着・はちみつなどから選択 1000円相当,1000,30,0.3,24000,,max逆日歩:10.0,2026-12
False,,3003,ヒューリック,【300株】グルメカタログギフト6000円相当【注：継続保有制限】,2000,52.0,0.38,,,max逆日歩:4.0,2026-12
False,,3028,アルペン,"【100株】御優待券1,000円",1000,24,0.4,0,,max逆日歩:36,2026-12
False,,3053,ペッパーフードサービス,"【500株】お食事券 または 自社商品 3,000円相当",3000,,0.0,,,注意喚起:注意 / max逆日歩:0.0,2026-12
False,,3054,ハイパー,【300株】デジタルギフト5000円相当,4850,11.0,4.37,,,,2026-12
False,,3082,きちりホールディングス,【100株】株主様ご優待券1500円相当,900,10.0,0.91,,,max逆日歩:112,2026-12
False,,3091,ブロンコビリー,【100株】食事優待券 2000円相当,2000,40,0.5,0,,,2026-12
False,,3097,物語コーポレーション,【100株】株主様ご優待カード 3500円相当【注：継続保有制限】,2170,53.0,0.41,,,max逆日歩:5.0,2026-12
False,,3105,日清紡,不織布品,3000,132,0.2,19000,,,2026-12
False,,3135,マーケットエンタープライズ,"【500株】デジタルギフト 25,000円分【注：継続保有制限】",20000,59.0,3.4,,,注意喚起:申込停止,2026-12
False,,3138,富士山マガジンサービス,"【500株】デジタルギフト 25,000円相当分",24250,57,4.25,,,,2026-12
False,,3196,ホットランドホールディングス,【100株】買物券 1500円相当,1500,21,0.7,0,,max逆日歩:101.0,2026-12
False,,3197,すかいらーくホールディングス,【100株】食事優待券 2000円相当,2000,35,0.6,14000,,max逆日歩:10,2026-12
False,,3204,トーア紡コーポレーション,"【1000株】自社商品12,000円相当（優待カタログ）【注︰継続保有制限】",7200,50.0,1.44,,,注意喚起:申込停止 / max逆日歩:2.0,2026-12
False,,3242,アーバネットコーポレーション,【500株】クオカード2500円相当,2375,26.0,0.9,,,max逆日歩:28,2026-12
False,,3261,グランディーズ,"【500株】自社グループの宿泊施設の宿泊券 30,000円分",30000,22.0,13.95,,,,2026-12
False,,3302,帝国繊維,【100株】クオカード 1000円相当【注：継続保有制限】,950,31.0,0.3,,,max逆日歩:7,2026-12
False,,3350,メタプラネット,【100株】ビットコイン抽選プレゼントなど,,2.0,0.0,,,,2026-12
False,,3355,クリヤマホールディングス,"【200株】クオカード1,000円分【注：継続保有制限】",950,37.0,0.26,,,,2026-12
False,,3405,クラレ,【1000株】カタログギフト 3000円相当,3000,160,0.2,18000,,max逆日歩:4.0,2026-12
False,,3416,ピクスタ,【100株】出張撮影サービスfotowa割引クーポン 5000円相当,200,9.0,0.23,,,,2026-12
False,,3474,Ｇ－ＦＡＣＴＯＲＹ,【100株】食事券3000円相当,1000,,0.0,,,,2026-12
False,,3482,ロードスターキャピタル,【1000株】OwnersBook株主優待用投資枠【注：継続保有制限】,,258.0,0.0,,,,2026-12
False,,3566,ユニフォームネクスト,【100株】 EC サイトの割引クーポン3000円分,480,7.0,0.66,,,,2026-12
False,,3633,ＧＭＯペパボ,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与【注：継続保有制限】,,26,0.0,,,,2026-12
False,,3639,ボルテージ,【300株】クオカード 500円相当,475,7.0,0.67,,,注意喚起:注意喚起 / max逆日歩:3.0,2026-12
False,,3663,セルシス,【200株】CLIP STUDIO PAINT EX 1 デバイス６か月版,,33,0.0,36000,,max逆日歩:1.0,2026-12
False,,3667,ｅｎｉｓｈ,【500株】【抽選】暗号資産,,,0.0,,,注意喚起:申込停止 / max逆日歩:0.0,2026-12
False,,3696,セレス,"【100株】暗号資産（仮想通貨）5,000円相当",5000,21,2.4,,,max逆日歩:10.0,2026-12
False,,3719,ＡＩストーム,【300株】クオカード500円相当 及び ビットコイン500円相当,950,3.0,2.75,,,,2026-12
False,,3744,サイオス,"【200株】オリジナルカタログ（2,000円相当のコース）",1200,9.0,1.3,,,max逆日歩:0.0,2026-12
False,,3758,アエリア,【100株】クオカード300円相当,285,3.0,1.14,,,,2026-12
False,,3807,フィスコ,【100株】フィスコIPOナビ 1ヶ月無料クーポン,,1.0,0.0,,,max逆日歩:0.0,2026-12
False,,3904,カヤック,【100株】｢まちの社員食堂｣会員価格提供など,,4.0,0.0,,,,2026-12
False,,3950,ザ・パック,【100株】【2027廃止】クオカード 1000円相当,1000,13,0.8,25000,,max逆日歩:9.0,2026-12
False,,3962,チェンジホールディングス,"【300株】デジタルギフト7,500円相当",7275,30.0,2.41,,,max逆日歩:0.0,2026-12
False,,3964,オークネット,【300株】プレミアム優待クラブ2000ポイント,2000,62,0.3,400,,max逆日歩:7,2026-12
False,,3968,セグエグループ,【1000株】プレミアム優待クラブ5000ポイント,3000,66,0.45,,,max逆日歩:4.0,2026-12
False,,3981,ビーグリー,【500株】まんが王国専用図書券 10000ポイント,5000,61.0,0.82,,,,2026-12
False,,3983,オロ,【100株】クオカード3000円相当【注：継続保有制限】,2850,19.0,1.5,,,max逆日歩:134.0,2026-12
False,,3997,トレードワークス,【2000株】プレミアム優待倶楽部1000ポイント,600,88.0,0.07,,,max逆日歩:157.0,2026-12
False,,4020,ビートレンド,"【100株】デジタルギフト3,000円分",2910,8.0,3.54,,,,2026-12
False,,4025,多木化学,【100株】クオカード 1000円相当,1000,41,0.2,0,,max逆日歩:10.0,2026-12
False,,4045,東亞合成,【100株】クオカード1000円 及び アロンアルファEXTRA【注：継続保有制限】,950,18.0,0.53,,,max逆日歩:5.0,2026-12
False,,4053,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,【600株】プレミアム優待倶楽部5000ポイント,5000,29,1.7,0,,max逆日歩:3.0,2026-12
False,,4054,日本情報クリエイト,【300株】デジタルギフト5000円相当【注：継続保有制限】,4850,16.0,3.1,,,max逆日歩:2.0,2026-12
False,,4060,ｒａｋｕｍｏ,"【500株】デジタルギフト®7,500円分",7275,60.0,1.22,,,max逆日歩:0.0,2026-12
False,,4068,ベイシス,【200株】デジタルギフト5000円相当,4850,36.0,1.35,,,,2026-12
False,,4072,電算システムホールディングス,【100株】東海地方特産品 3000円相当【注：継続保有制限】,1500,32.0,0.46,,,max逆日歩:6.0,2026-12
False,,4171,グローバルインフォメーション,【200株】クオカード2000円相当,1900,,0.0,,,,2026-12
False,,4192,スパイダープラス,【500株】デジタルギフト2000円相当,1940,16.0,1.18,,,注意喚起:注意喚起 / max逆日歩:0.0,2026-12
False,,4221,大倉工業,【100株】クオカードなど 1000円相当,3000,50,0.6,5100,,max逆日歩:80,2026-12
False,,4245,ダイキアクシス,【500株】プレミアム優待クラブ 3000円相当,1800,36.0,0.5,,,max逆日歩:45.0,2026-12
False,,4255,ＴＨＥＣＯＯ,"【100株】Fanicon等で利用できる250ポイント（8,000円相当）",8000,36.0,2.24,,,,2026-12
False,,4258,網屋,【200株】	クオカード2000円相当,1900,115,0.17,,,max逆日歩:1.0,2026-12
False,,4261,アジアクエスト,"【300株】デジタルギフト®50,000円分【注：継続保有制限】",48500,89.0,5.47,,,,2026-12
False,,4293,セプテーニ・ホールディングス,【1000株】各種電子マネーに交換可能な優待ポイント5500ポイント,5335,51.0,1.05,,,max逆日歩:5.0,2026-12
False,,4326,インテージホールディングス,【100株】クオカード 500円相当,500,18,0.3,0,,max逆日歩:4.0,2026-12
False,,4344,ソースネクスト,【100株】ソースネクストeポイント500ポイント,2000,2,12.9,0,,,2026-12
False,,4351,山田再生系債権回収総合事務所,【100株】クオカード 1000円相当,950,8.0,1.14,,,注意喚起:申込停止,2026-12
False,,4392,ＦＩＧ,【1500株】プレミアム優待クラブ5000ポイント,3000,147.0,0.2,,,注意喚起:注意喚起 / max逆日歩:28,2026-12
False,,4398,ブロードバンドセキュリティ,"【300株】デジタルギフト5,000円分【注：継続保有制限】",4850,40.0,1.21,,,,2026-12
False,,4404,ミヨシ油脂,【100株】クオカード 1000円相当,1000,24,0.4,,,注意喚起:申込停止 / max逆日歩:8.0,2026-12
False,,4415,ブロードエンタープライズ,【100株】デジタルギフト1000円相当,970,14.0,0.7,,,,2026-12
False,,4448,ｋｕｂｅｌｌ,【100株】Chatworkパーソナルプラン【注：継続保有制限】,,4.0,0.0,,,max逆日歩:0.0,2026-12
False,,4452,花王,【400株】【2027より保有制限】化粧品セット もしくは 家庭品セット6000円相当,2400,139.0,0.17,,,max逆日歩:1.0,2026-12
False,,4463,日華化学,【500株】ヘアケア商品 5000円相当,5000,81,0.6,,,,2026-12
False,,4495,アイキューブドシステムズ,【100株】デジタルギフト1000円相当,970,21.0,0.47,,,,2026-12
False,,4563,アンジェス,【100株】優待割引販売,,,0.0,,,,2026-12
False,,4578,大塚ホールディングス,【100株】飲料・食品など 3000円相当,3000,91,0.3,8700,,max逆日歩:9.0,2026-12
False,,4633,サカタインクス,【100株】クオカード 500円相当,500,24,0.2,4700,,max逆日歩:5.0,2026-12
False,,4680,ラウンドワン,【100株】500円割引券,500,12,0.4,117000,,max逆日歩:0.0,2026-12
False,,4725,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,【100株】【2026のみ】クオカードPay1000円,950,19.0,0.5,,,max逆日歩:5.0,2026-12
False,,4746,東計電算,【100株】お米券2kg,880,40,0.2,100,,max逆日歩:23,2026-12
False,,4755,楽天グループ,【100株】楽天モバイルの音声＋データ（30GB/月）プラン6ヶ月無料,,10,0.0,,,max逆日歩:0.0,2026-12
False,,4766,ピーエイ,"【1000株】Amazonギフト券 5,000円分【注：継続保有制限】",4850,20.0,2.37,,,,2026-12
False,,4772,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰ,【1000株】クオカード1000円相当,950,7.0,1.32,,,,2026-12
False,,4784,ＧＭＯインターネット,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与【注：継続保有制限】,,5.0,0.0,,,,2026-12
False,,4826,ＣＩＪ,【200株】クオカード500円相当【注：継続保有制限】,475,11.0,0.44,,,max逆日歩:0.0,2026-12
False,,4828,ビジネスエン,QUO,500,81,0.1,2700,,,2026-12
False,,4848,フルキャストホールディングス,【100株】らあめん花月嵐お食事優待券2枚 もしくは　嵐げんこつらあめん箱入り（４食入）1箱,400,17,0.21,1700,,max逆日歩:7.0,2026-12
False,,4881,ファンペップ,【100株】優待価格販売,,0.0,0.0,,,,2026-12
False,,4911,資生堂,【100株】資生堂オンラインストア1500ポイント【注：継続保有制限】,900,36.0,0.25,,,max逆日歩:2,2026-12
False,,4912,ライオン,【100株】日用品詰め合わせ【注：継続保有制限】,800,17.0,0.46,,,max逆日歩:3.0,2026-12
False,,4919,ミルボン,【100株】化粧品交換ポイント 30P,3000,25,1.2,17000,,max逆日歩:8.0,2026-12
False,,4922,コーセーホールディングス,【100株】化粧品 5000円相当,2000,54,0.35,14000,,max逆日歩:12,2026-12
False,,4927,ポーラ・オルビスホールディングス,【100株】自社化粧品(ポイント選択) 15ポイント【注：継続保有制限】,1500,13,1.1,42000,,max逆日歩:5.0,2026-12
False,,4933,Ｉ－ｎｅ,【100株】デジタルギフト5000円分,1,14,7.2,0,,注意喚起:申込停止 / max逆日歩:134.0,2026-12
False,,4935,リベルタ,【1500株】Liberta! ONLINE STORE 7500ポイントなど,7500,20.0,3.7,,,,2026-12
False,,4967,小林製薬,【100株】家庭用品等詰め合わせのカタログギフト5000円相当,5000,53,0.9,102000,,max逆日歩:9.0,2026-12
False,,4971,メック,【100株】クオカード 1000円相当【注：継続保有制限】,1000,54,0.2,36000,,max逆日歩:4.0,2026-12
False,,4979,ＯＡＴアグリオ,"【100株】自社製品2,500円相当 もしくは フラワーギフト券2,000円など",2500,22,1.1,0,,,2026-12
False,,4985,アース製薬,【100株】殺虫剤等 2500円相当【注：継続保有制限】,2000,51,0.4,60000,,max逆日歩:20.0,2026-12
False,,5139,オープンワーク,【100株】デジタルギフト500円相当【注：継続保有制限】,485,9.0,0.54,,,,2026-12
False,,5184,ニチリン,【100株】デジタルギフト1000円相当【注：継続保有制限】,970,41.0,0.23,,,max逆日歩:13.0,2026-12
False,,5216,倉元製作所,【10000株】抽選で５名に中国（北京・深圳他）視察旅行,,,0.0,,,,2026-12
False,,5301,東海カーボン,【1000株】カタログギフト 3000円相当,3000,100,0.3,20000,,max逆日歩:1.0,2026-12
False,,5302,日本カーボン,【200株】オリジナル株主優待カタログ3000円相当【注：継続保有制限】,1800,101,0.18,,,max逆日歩:16.0,2026-12
False,,5590,ネットスターズ,【100株】【2027より保有制限】デジタルギフト2000円,1940,7.0,2.66,,,,2026-12
False,,5616,雨風太陽,"【100株】「ポケットマルシェ」クーポン券2,000円分",2000,6.0,3.15,,,,2026-12
False,,5618,ナイル,【100株】デジタルギフト1000円相当 及び 定額カルモくんキャッシュバック10万円,970,3.0,3.32,,,,2026-12
False,,5619,マーソ,【100株】マーソギフト券1500円,1500,8.0,1.8,,,,2026-12
False,,5868,ロココ,【100株】クオカード1000円,950,11.0,0.9,,,,2026-12
False,,5891,ＳＡＫＩＧＡＫＥホールディングス,"【100株】優待券（電子チケット）2,000円相当",2000,17.0,1.18,,,,2026-12
False,,5946,長府製作所,【100株】クオカード2000円相当【注：継続保有制限】,1900,20.0,0.96,,,max逆日歩:4.0,2026-12
False,,5950,日本パワーファスニング,【500株】クオカード1000円相当【注：継続保有制限】,950,8.0,1.26,,,注意喚起:申込停止,2026-12
False,,5957,日東精工,【500株】綾部市特産品3000円 もしくは gifteeBox2000円【注：継続保有制限】,2000,36,0.6,0,,max逆日歩:2.0,2026-12
False,,5959,岡部,【200株】クオカード 1000円相当【注：継続保有制限】,950,19,0.5,,,max逆日歩:3,2026-12
False,,6026,ＧＭＯ　ＴＥＣＨ,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与など,,,0.0,,,,2026-12
False,,6029,アトラグループ,【100株】ホットマッサージジェル「ほねつぎHOT」,1920,2.0,10.16,,,,2026-12
False,,6031,ＺＥＴＡ,【1000株】デジタルギフト1000円相当,800,28.0,0.29,,,max逆日歩:0.0,2026-12
False,,6061,ユニバーサル園芸社,【100株】【2027変更】クオカード2000円相当,1900,32.0,0.6,,,,2026-12
False,,6063,日本エマージェンシーアシスタンス,【300株】クオカード5000円相当【注：継続保有制限】,4750,30.0,1.57,,,,2026-12
False,,6071,ＩＢＪ,【500株】ブライダルネット年会費半額券 及び 結婚相談所割引券など,50,39,0.01,17000,,max逆日歩:0.0,2026-12
False,,6078,バリューＨＲ,【100株】福利厚生サービス・ポイント 2500円相当,2500,17,1.5,0,,max逆日歩:77.0,2026-12
False,,6141,ＤＭＧ森精機,【500株】JapanNationalOrchestraコンサートチケット【注：継続保有制限】,,141,0.0,,,max逆日歩:6.0,2026-12
False,,6361,荏原製作所,【100株】荏原 畠山美術館の招待券 1枚,,43.0,0.0,,,max逆日歩:1.0,2026-12
False,,6425,ユニバーサルエンターテインメント,【100株】【休止中】クオカード1000円相当,950,7.0,1.3,,,,2026-12
False,,6498,キッツ,【1000株】クオカード 1000円相当,950,197.0,0.05,,,max逆日歩:3.0,2026-12
False,,6533,Ｏｒｃｈｅｓｔｒａ　Ｈｏｌｄｉｎｇｓ,"【200株】【2027開始】デジタルギフト® 15,000円分",14550,25.0,5.9,,,,2026-12
False,,6546,フルテック,【100株】クオカード 1000円相当,1000,12,0.8,,,max逆日歩:67.0,2026-12
False,,6547,グリーンズ,【100株】ホテル等で利用できる金券2000円相当,1120,21.0,0.52,,,max逆日歩:1.0,2026-12
False,,6573,アジャイルメディア・ネットワーク,【100株】イベントへの抽選招待など,,,0.0,,,,2026-12
False,,6592,マブチモーター,【800株】千葉県・香川県特産品、自社商品から選択 2000円相当,2000,116,0.2,16000,,max逆日歩:6.0,2026-12
False,,6612,バルミューダ,【100株】オンラインストア割引クーポン（30％）,300,,0.0,,,,2026-12
False,,6627,テラプローブ,【100株】クオカード1000円相当,950,,0.0,,,,2026-12
False,,6630,ヤーマン,【100株】株主優待割引券 5000円相当,5000,8,6.4,,,注意喚起:注意喚起 / max逆日歩:3.0,2026-12
False,,6653,正興電機製作所,【100株】クオカード 500円相当,500,24,0.2,,,max逆日歩:2.0,2026-12
False,,6835,アライドテレシスホールディングス,"【500株】デジタルギフト1,000円分",970,14.0,0.71,,,,2026-12
False,,6853,共和電業,【200株】クオカード2000円相当【注：継続保有制限】,1900,15.0,1.23,,,max逆日歩:5.0,2026-12
False,,7037,テノ．ホールディングス,"【600株】デジタルギフト15,000円相当",14550,48.0,3.05,,,,2026-12
False,,7038,フロンティア・マネジメント,【100株】プレミアム優待クラブ 1000ポイント,1000,7,1.5,0,,,2026-12
False,,7044,ピアラ,"【1000株】デジタルギフト®18,000円分",17460,52.0,3.34,,,,2026-12
False,,7081,コーユーレンティア,"【600株】プレミアム優待クラブ5,000ポイント",3000,77.0,0.39,,,,2026-12
False,,7112,キューブ,【200株】店舗・オンラインストアで利用可能なクーポン10000円相当,10000,12.0,8.39,,,,2026-12
False,,7128,ユニソルホールディングス,【100株】クオカード500円相当,500,23,0.2,0,,max逆日歩:83.0,2026-12
False,,7135,ジャパンクラフトホールディングス,【200株】お買物優待券500円相当【注：継続保有制限】,170,3.0,0.49,,,max逆日歩:28,2026-12
False,,7170,中央インターナショナルグループ,【200株】クオカード500円相当【注：継続保有制限】,475,,0.0,,,,2026-12
False,,7172,ジャパンインベストメントアドバイザー,【200株】クオカード500円＋日本証券新聞デジタル版3ヶ月購読券,475,86.0,0.06,,,max逆日歩:0.0,2026-12
False,,7177,ＧＭＯフィナンシャルホールディングス,【100株】【任意の日】自社株買付代金0.03%相当ビットコイン（上限1万円）【注：継続保有制限】,,12.0,0.0,,,,2026-12
False,,7228,デイトナ,【100株】プレミアム優待クラブ 500ポイント,300,40,0.07,,,,2026-12
False,,7272,ヤマハ発動機,【100株】地域名産品等との交換ポイント 1000P【注：継続保有制限】,1000,12,0.8,38000,,max逆日歩:4.0,2026-12
False,,7314,小田原機器,【100株】クオカード2000円相当,1900,13,1.46,,,,2026-12
False,,7353,ＫＩＹＯラーニング,"【500株】スタディング割引クーポン10,000円相当",10000,25.0,3.94,,,,2026-12
False,,7359,東京通信グループ,【2500株】デジタルギフト15000円相当【注：継続保有制限】,14550,65.0,2.23,,,,2026-12
False,,7422,東邦レマック,【300株】クオカード500円相当,475,12.0,0.39,,,,2026-12
False,,7532,パン・パシフィック・インターナショナルホ,【100株】「majica」ポイント300円相当,300,9,0.3,458000,,max逆日歩:2.0,2026-12
False,,7585,かんなん丸,【100株】飲食券2000円 もしくは ジェフグルメカード500円,1000,4.0,2.47,,,,2026-12
False,,7613,シークス,【100株】ギフトカード 1000円相当,1000,13,0.7,100,,max逆日歩:4.0,2026-12
False,,7625,グローバルダイニング,【500株】株主優待証（15%割引）,,23.0,0.0,,,max逆日歩:20,2026-12
False,,7675,セントラルフォレストグループ,【100株】自社グループ商品2000円相当【注：継続保有制限】,800,,0.0,,,,2026-12
False,,7782,シンシア,【200株】デジタルギフト1000円相当 及び 割引券【注：継続保有制限】,970,10.0,0.99,,,max逆日歩:1.0,2026-12
False,,7790,バルコス,"【100株】株主優待クーポン5,000円券1枚",5000,,0.0,,,,2026-12
False,,7793,イメージ・マジック,"【100株】オリジナルプリント.jp 3,000円クーポン",3000,16.0,1.86,,,,2026-12
False,,7803,ブシロード,【100株】ブシロードオンラインストア 500ポイント,300,5.0,0.62,,,max逆日歩:0.0,2026-12
False,,7816,スノーピーク,【100株】優待クーポン（15%割引）【注：継続保有制限】,3000,,0.0,,,max逆日歩:8.0,2026-12
False,,7846,パイロットコーポレーション,【300株】実用筆記具セット,600,50,0.09,5700,,max逆日歩:10.0,2026-12
False,,7849,スターツ出版,"【100株】ＯＺの電子クーポン2,000円分",2000,30.0,0.66,,,,2026-12
False,,7925,前澤化成工業,【300株】プレミアム優待クラブ 3000ポイント,3000,66,0.5,,,max逆日歩:12,2026-12
False,,7936,アシックス,【100株】20%割引電子チケット10枚,8000,39,1.97,19000,,max逆日歩:3,2026-12
False,,7962,キングジム,【300株】公式オンラインストアで利用できる50％割引の株主優待クーポン1枚,,25,0.0,,,max逆日歩:43.0,2026-12
False,,7976,三菱鉛筆,"【200株】自社グループ製品5,000円相当【注：継続保有制限】",2000,66.0,0.3,,,max逆日歩:4.0,2026-12
False,,7984,コクヨ,"【2000株】自社グループ商品4,000円相当",4000,182,0.2,46000,,max逆日歩:6.0,2026-12
False,,7989,立川ブラインド工業,【500株】クオカード 3000円相当,500,20,0.3,0,,max逆日歩:8.0,2026-12
False,,8029,ルックホールディングス,"【100株】株主優待商品券4,000円相当",4000,27,1.5,100,,max逆日歩:16.0,2026-12
False,,8040,東京ソワール,【100株】デジタルギフト500円 及び オンラインストア優待クーポンコードなど,485,10.0,0.47,,,,2026-12
False,,8165,千趣会,優待券,1000,2,4.5,0,,,2026-12
False,,8179,ロイヤルホールディングス,【2000株】食事優待券 12000円相当,500,28,0.2,2000,,max逆日歩:234,2026-12
False,,8202,ラオックスホールディングス,【100株】カタログギフト 1000円相当,600,1.0,4.03,,,max逆日歩:1.0,2026-12
False,,8804,東京建物,【200株】WEBカタログギフト2000円相当 及び 施設利用割引券2枚【注：継続保有制限】,1200,65.0,0.19,,,max逆日歩:2.0,2026-12
False,,8929,青山財産ネットワークス,【1000株】クオカード2000円相当,1900,139.0,0.14,,,,2026-12
False,,8963,インヴィンシブル投資法人,【1口】宿泊優待割引,,6.0,0.0,,,max逆日歩:100,2026-12
False,,9159,Ｗ　ＴＯＫＹＯ,【100株】【抽選】東京ガールズコレクションペアチケット,,20.0,0.0,,,,2026-12
False,,9160,オンザページ,【100株】食品特選ギフト2000円 及び ノバレーゼ・ブロスダイニング優待券割引券2枚,1000,3.0,3.0,,,max逆日歩:48,2026-12
False,,9173,東海汽船,【100株】乗船割引券（35%割引）10枚,20000,28.0,7.11,,,,2026-12
False,,9176,佐渡汽船,【5000株】フェリー乗船券など,1200,,0.0,,,,2026-12
False,,9218,メンタルヘルステクノロジーズ,【200株】デジタルギフト10000円相当 及び 自社サービス,9700,16.0,6.14,,,max逆日歩:5.0,2026-12
False,,9245,リベロ,【200株】クオカード10000円相当,9500,,0.0,,,,2026-12
False,,9271,和心,【100株】和心商品券2000円相当,2000,9.0,2.16,,,,2026-12
False,,9337,トリドリ,"【100株】クオカード 3,000円分",2850,14.0,1.97,,,,2026-12
False,,9339,コーチ・エィ,【100株】クオカード3000円相当,2850,14.0,2.0,,,,2026-12
False,,9344,アクシスコンサルティング,【100株】デジタルギフト1000円相当,970,13.0,0.73,,,,2026-12
False,,9345,ビズメイツ,【100株】オンライン英会話レッスン「Bizmates」 など利用料キャッシュバック,,6.0,0.0,,,,2026-12
False,,9416,ビジョン,【100株】グローバルWiFi等利用券6000円相当など,6000,13,4.6,39000,,max逆日歩:4.0,2026-12
False,,9419,ワイヤレスゲート,【1000株】デジタルギフト5000円相当【注：継続保有制限】,4850,30.0,1.61,,,注意喚起:申込停止 / max逆日歩:0.0,2026-12
