監視,優先度,コード,銘柄名,優待内容,優待価値,必要資金,総合利回り,売建上限,長期優遇,制度信用指標,権利月
False,,2454,オールアバウト,【300株】プレミアム優待クラブ 1000ポイント,,11.0,0.57,,,,2026-09
False,,2464,Ａｏｂａ－ＢＢＴ,【100株】割引券10%,,4.0,,,,,2026-09
False,,247A,Ａｉロボティクス,"【100株】自社商品 約9,000円相当【注：継続保有制限】",,10.0,3.55,,,,2026-09
False,,2480,システム・ロケーション,【100株】クオカード1000円相当,,18.0,0.53,,,,2026-09
False,,2497,ユナイテッド,【1000株】プレミアム優待クラブ2500ポイント,,53.0,0.28,,,注意喚起:申込停止 / max逆日歩:12,2026-09
False,,253A,ＥＴＳグループ,【500株】Amazonカード5000円【注：継続保有制限】,,51.0,0.95,,,,2026-09
False,,254A,ＡＩフュージョンキャピタルグループ,【100株】【2027開始】「鰻の成瀬」うな重＜竹＞引換券 2枚【注：継続保有制限】,,12.0,2.09,,,,2026-09
False,,2551,マルサンアイ,"【100株】自社製品1,500円相当",,36.2,,,,,2026-09
False,,2586,フルッタフルッタ,【100株】公式ECサイト15%割引,,1.0,,,,,2026-09
False,,2594,キーコーヒー,自社商品,1000.0,20.0,0.2,,,max逆日歩:17.0,2026-09
False,,259A,,【100株】クオカード5000円相当など,,18.52,,,,,2026-09
False,,264A,Ｓｃｈｏｏ,【100株】「Schoo for Personal プレミアム」１ヵ月無料クーポン,,3.0,,,,,2026-09
False,,2652,まんだらけ,【100株】まんだらけ株主優待券500円分,,4.0,0.73,,,max逆日歩:16.0,2026-09
False,,2654,アスモ,【300株】松阪牛カレー1個 及び 松阪牛焼肉缶詰1個,,12.87,,,,注意喚起:申込停止,2026-09
False,,2694,焼肉坂井ホールディングス,【100株】10％割引券2枚,,1.0,8.89,,,注意喚起:申込停止 / max逆日歩:8,2026-09
False,,2705,大戸屋ホールディングス,【100株】食事券 4000円相当,,87.0,0.32,,,注意喚起:申込停止 / max逆日歩:2.0,2026-09
False,,2733,あらた,QUO,1000.0,27.0,0.36,200.0,,max逆日歩:7.0,2026-09
False,,2737,トーメンデバイス,【100株】デジタルギフト2000円などから選択,,348.0,0.06,,,,2026-09
False,,2749,ＪＰホールディングス,【500株】クオカード10000円相当【注：継続保有制限】,,32.0,2.95,,,max逆日歩:2.0,2026-09
False,,2750,石光商事,【300株】自社取扱商品 2000円相当【注：継続保有制限】,,40.0,0.2,,,max逆日歩:4.0,2026-09
False,,2764,ひらまつ,【500株】割引券20％,,8.0,0.6,,,,2026-09
False,,2790,ナフコ,【100株】ＵＣギフトカード1000円 または ナフコお買物券1000円分,,21.0,0.39,,,,2026-09
False,,2805,ヱスビー食品,【100株】レトルト食品・調味料など 1000円相当【注：継続保有制限】,,74.0,0.07,,,,2026-09
False,,2810,ハウス食品グループ本社,【100株】カレールウなど1000円相当【注：継続保有制限】,,39.0,0.13,,,max逆日歩:3.0,2026-09
False,,2814,佐藤食品工業,【300株】タリーズデジタルギフト4000円分,,57.45,,,,,2026-09
False,,2815,アリアケジャパン,【1000株】食品 3000円相当,,525.0,0.03,,,max逆日歩:5.0,2026-09
False,,2816,ダイショー,【100株】ドレッシング・調味料など 1000円相当,,14.0,0.35,,,max逆日歩:36,2026-09
False,,2818,ピエトロ,【100株】通信販売10％割引,,18.0,,,,max逆日歩:14.0,2026-09
False,,2831,はごろもフーズ,【500株】自社商品 600円相当,,184.25,,,,,2026-09
False,,2874,横浜冷凍,【1000株】海鮮品 5000円相当【注：継続保有制限】,,221.0,0.11,,,max逆日歩:2.0,2026-09
False,,2883,大冷,自社商品,2500.0,20.0,1.2,,,,2026-09
False,,288A,ラクサス・テクノロジーズ,【100株】ラクサス割引優待１万２千円分,,1.0,,,,,2026-09
False,,2897,日清食品,自Ｇ製品,6000.0,264.0,0.11,300.0,,max逆日歩:10.0,2026-09
False,,2907,あじかん,【500株】自社製品2000円相当【注：継続保有制限】,,77.0,0.1,,,max逆日歩:1.0,2026-09
False,,2911,旭松食品,【2000株】即席みそ汁など 3000円相当【注：継続保有制限】,,452.0,,,,,2026-09
False,,2916,仙波糖化工業,【500株】お茶・食べ物など 3000円相当,,36.9,,,,,2026-09
False,,2917,大森屋,【1000株】海苔など自社製品 6000円相当,,93.0,0.32,,,,2026-09
False,,2933,紀文食品,自社商品,3500.0,34.0,0.52,,,注意喚起:注意喚起 / max逆日歩:29.0,2026-09
False,,2974,大英産業,【100株】クオカード 1000円相当,,9.18,,,,,2026-09
False,,2998,クリアル,【500株】デジタルギフト5000円相当,,5.0,9.31,,,,2026-09
False,,3002,グンゼ,クーポン,1000.0,40.0,0.2,,,max逆日歩:18.0,2026-09
False,,300A,ＭＩＣ,【200株】プレミアム優待クラブ2000ポイント,,63.0,0.19,,,,2026-09
False,,3010,ポラリス・ホールディングス,【500株】宿泊割引券2000円分,,9.0,1.06,,,,2026-09
False,,3032,ゴルフ・ドゥ,【500株】ルアンルアン ハーバルフレッシュソープ ジャンボスティック 及び 株主ご優待割引券1枚,,11.6,,,,,2026-09
False,,3066,ＪＢイレブン,【100株】優待お食事券500円相当 及び 50％割引券,,6.53,,,,,2026-09
False,,3067,東京一番フーズ,【500株】優待券 5490円相当,,23.0,1.07,,,max逆日歩:14.0,2026-09
False,,3069,ＪＦＬＡホールディングス,【500株】【2026まで休止】優待カタログ 3000円相当,,8.0,1.8,,,max逆日歩:24,2026-09
False,,3088,マツココ,ﾎﾟｲﾝﾄ等,2000.0,25.0,0.8,1000.0,,max逆日歩:6.0,2026-09
False,,3096,オーシャンシステム,【200株】お米3kg(新潟県以外),,32.0,0.39,,,,2026-09
False,,3099,三越伊勢丹,優待Ｃ,,32.0,0.7,,,max逆日歩:3.0,2026-09
False,,3143,オーウイル,【300株】クオカード1000円相当,,21.0,0.45,,,,2026-09
False,,3153,八洲電機,ジェフＧ,1000.0,30.0,0.33,,,,2026-09
False,,3167,ＴＯＫＡＩ,QUO等,500.0,13.0,0.36,,,max逆日歩:3.0,2026-09
False,,3175,エー・ピーホールディングス,"【200株】飲食電子チケット もしくは 選べる当社ギフト商品7,000円分",,19.6,,,,,2026-09
False,,3176,三洋貿易,Ｐ倶楽部,2000.0,57.0,0.21,,,max逆日歩:0.0,2026-09
False,,3178,チムニー,【100株】食事券 3000円相当,,12.0,1.51,,,注意喚起:申込停止 / max逆日歩:21.0,2026-09
False,,3190,ホットマン,【100株】ＪＣＢギフトカード1000円相当,,6.0,1.66,,,,2026-09
False,,3199,綿半ホールディングス,【100株】信州特産品など 2000円相当【注：継続保有制限】,,13.0,0.61,,,max逆日歩:0.0,2026-09
False,,3221,ヨシックス,優待券,3000.0,32.0,0.66,,,注意喚起:注意喚起 / max逆日歩:53.0,2026-09
False,,3224,ゼネラル・オイスター,【1000株】OPCポイント 10000ポイント,,69.0,0.58,,,,2026-09
False,,3232,三重交通,乗車証等,,6.0,1.02,,,max逆日歩:5.0,2026-09
False,,3237,イントランス,"【1000株】デジタルギフト2,500円相当【注：継続保有制限】",,10.0,2.53,,,,2026-09
False,,3289,東急不動産,優待券,,13.0,0.08,5000.0,,max逆日歩:1.0,2026-09
False,,3306,日本製麻,【3000株】【2026のみ】デジタルギフト10000円相当,,210.0,0.46,,,,2026-09
False,,3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌ,"【2500株】オンラインショップ「山小屋からの贈り物」2,050ポイント【注：継続保有制限】",,23.0,0.44,,,,2026-09
False,,3359,ｃｏｔｔａ,【1000株】通販サイト優待割引15％ 及び デジタルギフト1万円分,,78.0,0.03,,,,2026-09
False,,335A,ミライロ,【100株】ユニバーサルマナー検定３級 受講料50%割引,,3.0,,,,,2026-09
False,,3371,ソフトクリエ,QUO,500.0,20.0,0.23,,,max逆日歩:2.0,2026-09
False,,3372,関門海,【100株】優待割引券 2000円相当,,2.0,1.82,,,注意喚起:申込停止,2026-09
False,,3392,デリカフーズホールディングス,【400株】クオカード2000円相当,,32.04,,,,,2026-09
False,,3397,トリドール,優待Ｃ,3000.0,43.0,0.56,,,max逆日歩:5,2026-09
False,,3435,サンコーテクノ,【500株】クオカード1000円相当,,77.0,0.12,,,,2026-09
False,,3447,信和,【1500株】プレミアム優待クラブ15000P,,151.0,0.6,,,,2026-09
False,,3461,パルマ,【100株】クオカード 1000円相当,,6.0,1.54,,,,2026-09
False,,3465,ケイアイスター不動産,【200株】【分割変更】電子マネー等 1000円相当【注：継続保有制限】,,63.0,0.31,,,max逆日歩:16.0,2026-09
False,,3477,フォーライフ,【1000株】【2026記念】プレミアム優待クラブ 10000ポイントなど,,91.6,,,,,2026-09
False,,3494,マリオン,【100株】クオカード1000円相当,,5.0,2.08,,,,2026-09
False,,3529,アツギ,【100株】割引券30%,,10.0,,,,max逆日歩:0.0,2026-09
False,,3537,昭栄薬品,【600株】プレミアム優待クラブ20000ポイント,,105.0,1.14,,,,2026-09
False,,3561,力の源ホールディングス,"【500株】ご賞味券2枚(2,000円分)",,15.0,,,,注意喚起:注意喚起 / max逆日歩:26.0,2026-09
False,,3563,ＦＯＯＤ＆Ｌ,電子チケ,1100.0,52.0,0.02,,,max逆日歩:2.0,2026-09
False,,3569,セーレン,【100株】割引券20%,,32.0,,,,max逆日歩:4.0,2026-09
False,,3591,ワコール,割引購入,,40.0,0.1,,,max逆日歩:8.0,2026-09
False,,3598,山喜,【100株】優待券 1000円相当,,2.0,1.82,,,,2026-09
False,,3648,ＡＧＳ,【200株】クオカード1000円相当【注：継続保有制限】,,21.0,0.45,,,max逆日歩:1.0,2026-09
False,,3674,オークファン,【300株】QUOカードPay1000円相当,,10.0,0.95,,,注意喚起:申込停止 / max逆日歩:5.0,2026-09
False,,3679,じげん,ポイント,500.0,4.0,0.92,,,max逆日歩:1.0,2026-09
False,,3690,イルグルム,【100株】デジタルギフト1000円相当,,5.77,,,,注意喚起:注意 / max逆日歩:11.0,2026-09
False,,3691,デジタルプラス,【700株】デジタルギフト（金額は株主数に応じて変動）,,124.0,2.34,,,,2026-09
False,,3710,ジョルダン,【100株】「乗換案内PREMIUM(株主優待版)」半年間利用権,,6.0,,,,注意喚起:注意喚起 / max逆日歩:6.0,2026-09
False,,3712,情報企画,【1000株】カタログギフト5000円相当【注：継続保有制限】,,104.0,0.29,,,max逆日歩:5.0,2026-09
False,,3726,フォーシーズＨＤ,"【100株】プレミアムメンバーズ3000P 及び化粧品3,100円相当",,3.98,,,,,2026-09
False,,3750,サイトリ細胞研究所,【100株】クオカード2500円相当,,8.48,,,,,2026-09
False,,3762,テクマト,商品選択,1500.0,119.0,0.08,1000.0,,max逆日歩:1.0,2026-09
False,,3768,リスクモンスター,【300株】自社商品1500円相当【注：継続保有制限】,,17.0,0.36,,,max逆日歩:0.0,2026-09
False,,3769,ＧＭＯペイメントゲートウェイ,【100株】自社株式購入時のビットコイン付与【注：継続保有制限】,,83.0,,,,,2026-09
False,,3771,システムリサ,QUO,1000.0,19.0,0.51,,,max逆日歩:0.0,2026-09
False,,3772,ウェルス・マネジメント,"【200株】グループ運営ホテル株主優待券2,500円分",,22.0,0.09,,,,2026-09
False,,3778,さくらインタ,QUO,500.0,37.0,0.13,,,max逆日歩:54.0,2026-09
False,,3796,いい生活,【100株】クオカード500円相当,,3.0,1.48,,,注意喚起:注意喚起,2026-09
False,,3799,キーウェアソリューションズ,【300株】デジタルギフト3000円相当【注：継続保有制限】,,34.0,0.87,,,注意喚起:注意喚起 / max逆日歩:19.0,2026-09
False,,3839,ＯＤＫソリューションズ,【100株】クオカード 500円相当,,6.0,0.76,,,注意喚起:注意喚起 / max逆日歩:11.0,2026-09
False,,3844,コムチュア,デジギフ,1000.0,38.0,0.26,,,,2026-09
False,,3861,王子ホールディングス,【5000株】植林活動応援イベント,,434.0,,,,max逆日歩:0.0,2026-09
False,,3912,モバイルファクトリー,"【1000株】デジタルギフト®10,000円分【注：継続保有制限】",,113.0,0.71,,,max逆日歩:0.0,2026-09
False,,3939,カナミックＮ,優待券等,,5.0,0.1,,,,2026-09
False,,3964,オークネット,Ｐ倶楽部,1000.0,13.0,0.8,,,,2026-09
False,,3965,キャピタル・アセット・プランニング,【300株】クオカード2000円相当【注：継続保有制限】,,27.0,0.72,,,,2026-09
False,,3969,エイトレッド,【100株】1000円相当のクオカード,,14.0,0.68,,,,2026-09
False,,3985,テモナ,【100株】デジタルギフト500円相当【注：継続保有制限】,,2.0,2.53,,,,2026-09
False,,4008,住友精化,【500株】【分割変更】クオカード1000円相当【注：継続保有制限】,,71.0,0.13,,,max逆日歩:9.0,2026-09
False,,4051,ＧＭＯフィナンシャルゲート,【100株】自社株式購入時のビットコイン付与【注：継続保有制限】,,58.0,,,,,2026-09
False,,4061,デンカ,【1株】化粧品優待価格販売,,0.33,,,,max逆日歩:3.0,2026-09
False,,4064,カーバイド,デジギフ,500.0,34.0,0.14,,,,2026-09
False,,4094,日本化学産業,【300株】クオカード5000円相当,,67.0,0.71,,,,2026-09
False,,4124,大阪油化工業,"【100株】クオカード5,000円相当【注：継続保有制限】",,30.0,1.61,,,,2026-09
False,,4177,ｉ－ｐｌｕｇ,【100株】デジタルギフト2000円【注：継続保有制限】,,15.0,1.31,,,,2026-09
False,,4193,ファブリカホールディングス,【200株】【2027より保有制限】電子ギフト6000円相当,,43.0,1.12,,,,2026-09
False,,4196,ネオマーケティング,"【500株】デジタルギフト20,000円",,109.0,1.78,,,,2026-09
False,,4218,ニチバン,【100株】文房具 3500円相当【注：継続保有制限】,,19.0,0.74,,,max逆日歩:0.0,2026-09
False,,4220,リケンテク,QUO,1000.0,46.0,0.21,,,max逆日歩:2.0,2026-09
False,,4290,プレステージ,QUO,3000.0,7.0,4.25,,,注意喚起:注意喚起,2026-09
False,,4323,日本システム技術,【100株】クオカード1000円相当【注：継続保有制限】,,19.0,0.51,,,max逆日歩:5.0,2026-09
False,,4365,松本油脂製薬,【100株】うどんだし10缶セット【注：継続保有制限】,,250.0,,,,,2026-09
False,,4373,シンプレクス,Ｐ倶楽部,3000.0,66.0,0.27,,,,2026-09
False,,4376,くふうカンパニーホールディングス,【100株】グループサービス無料利用券及び割引券（電子チケット）,,2.0,,,,,2026-09
False,,4417,グローバルセキュリティエキスパート,【200株】デジタルギフト2000円相当などから選択【注：継続保有制限】,,87.0,0.22,,,,2026-09
False,,4421,ディ・アイ・システム,【100株】クオカード1000円相当,,9.47,,,,,2026-09
False,,4442,バルテス・ホールディングス,【500株】クオカード7500円相当【注：継続保有制限】,,20.0,3.54,,,注意喚起:注意喚起 / max逆日歩:1.0,2026-09
False,,4444,インフォネット,【300株】デジタルギフト6500円相当【注：継続保有制限】,,28.0,2.22,,,,2026-09
False,,4445,リビン・テクノロジーズ,【200株】デジタルギフト7500円相当,,38.0,1.89,,,,2026-09
False,,4447,ピー・ビーシステムズ,【100株】クオカード500円分 及び 特製カレンダー,,5.0,0.95,,,max逆日歩:5.0,2026-09
False,,4462,石原ケミカル,QUO,1000.0,56.0,0.17,200.0,,max逆日歩:3.0,2026-09
False,,4484,ランサーズ,【500株】デジタルギフト4000円相当【注：継続保有制限】,,15.0,2.62,,,,2026-09
False,,4491,コンピューターマネージメント,【100株】クオカード10000円相当,,32.6,,,,,2026-09
False,,4526,理研ビタミン,自社商品,1000.0,33.0,0.15,200.0,,max逆日歩:5.0,2026-09
False,,4539,日本ケミファ,【1株】ヘルスケア商品特別優待販売,,0.15,,,,,2026-09
False,,4540,ツムラ,【100株】自社入浴剤1本【注：継続保有制限】,,37.0,0.21,,,,2026-09
False,,4543,テルモ,【100株】自社施設見学会(抽選)【注：継続保有制限】,,22.0,,,,max逆日歩:0.0,2026-09
False,,4559,ゼリア新薬,自Ｇ製品,,20.0,0.66,1000.0,,max逆日歩:3.0,2026-09
False,,4658,日本空調Ｓ,QUO,1000.0,15.0,0.62,,,max逆日歩:3.0,2026-09
False,,4661,オリランド,記念優待,,31.0,2.3,,,max逆日歩:2,2026-09
False,,4665,ダスキン,【100株】買物券 1000円相当【注：継続保有制限】,,46.0,0.2,,,max逆日歩:8.0,2026-09
False,,4676,フジ・メディ,手帳,,40.0,0.1,,,max逆日歩:4.0,2026-09
False,,4680,ラウンドワン,割引券等,500.0,12.0,0.26,2000.0,,max逆日歩:0.0,2026-09
False,,4718,早稲田アカデ,優待券,5000.0,25.0,1.55,,,max逆日歩:36,2026-09
False,,4719,アルファＳ,カレンダ,,32.0,,,,,2026-09
False,,4732,Ｕ・Ｓ・Ｓ,QUO等,500.0,19.0,0.25,500.0,,max逆日歩:4.0,2026-09
False,,4751,サイバーＡ,ABEMA,3540.0,12.0,2.03,,,,2026-09
False,,4762,エックスネット,【100株】【2027株数変更あり】クオカード500円相当,,21.76,,,,,2026-09
False,,4783,ＮＣＤ,【100株】クオカード500円相当,,26.0,0.18,,,max逆日歩:2.0,2026-09
False,,4801,セントラル,優待券,,24.0,,,,,2026-09
False,,4814,ネクストウェア,【500株】OSK自主公演およびブッルクリンパーラー劇場公演 全公演見放題配信チケットなど,,8.0,,,,注意喚起:申込停止,2026-09
False,,4838,スペースシャワーＳＫＩＹＡＫＩホールディ,【100株】【抽選】音楽ライブイベントへの招待抽選権1口,,7.0,,,,,2026-09
False,,4839,ＷＯＷＯＷ,"【100株】Amazonギフトカード2,000円相当など【注：継続保有制限】",,10.0,1.94,,,max逆日歩:0.0,2026-09
False,,4901,富士フイルムホールディングス,【100株】自社グループヘルスケア商品優待割引販売,,32.0,0.0,,,,2026-09
False,,4902,コニカミノル,カレンダ,,6.0,,,,,2026-09
False,,4925,ハーバー研究所,【100株】割引券 10000円相当,,17.0,1.74,,,注意喚起:申込停止 / max逆日歩:15.0,2026-09
False,,4931,新日本製薬,自社商品,4000.0,20.0,0.8,,,注意喚起:注意喚起 / max逆日歩:15,2026-09
False,,4932,アルマード,【100株】ECサイトクーポン 3000円分,,8.0,,,,,2026-09
False,,4937,Ｗａｑｏｏ,【100株】SBC湘南美容クリニック「10％割引チケット」,,24.0,,,,,2026-09
False,,4951,エステー,自社製品,3000.0,152.0,0.08,,,max逆日歩:4.0,2026-09
False,,4958,長谷川香料,QUO,1000.0,32.0,0.29,1000.0,,max逆日歩:6.0,2026-09
False,,4990,昭和化学工業,【1000株】あきたこまち 2kg,,52.0,0.1,,,,2026-09
False,,4997,日本農薬,おこめ券,1760.0,11.0,1.23,,,max逆日歩:1.0,2026-09
False,,5121,藤倉コンポジット,【100株】アウトドア用品・ゴルフクラブ優待販売,,27.0,0.06,,,max逆日歩:0.0,2026-09
False,,5142,アキレス,30%引,,18.0,,,,max逆日歩:2.0,2026-09
False,,5237,ノザワ,【100株】クオカード1000円【注：継続保有制限】,,12.0,0.79,,,注意喚起:申込停止,2026-09
False,,5262,日本ヒューム,Ｐ倶楽部,1500.0,68.0,0.13,,,注意喚起:注意喚起 / max逆日歩:2.0,2026-09
False,,5290,ベルテクスコーポレーション,【300株】プレミアム優待クラブ3000ポイント,,36.0,0.51,,,max逆日歩:4.0,2026-09
False,,5368,日本インシュレーション,【300株】オリジナルカタログギフト2000円相当,,30.0,0.4,,,,2026-09
False,,5401,日本製鉄,【1000株】【抽選】自社工場見学など,,69.0,,,,max逆日歩:5.0,2026-09
False,,545A,トランヴィア,【100株】【2026増額】クオカード3000円相当,,9.95,,,,,2026-09
False,,5463,丸一鋼管,【100株】お米券1kg【注：継続保有制限】,,17.0,0.23,,,max逆日歩:10.0,2026-09
False,,5607,中央可鍛工業,【100株】クオカード500円,,6.11,,,,注意喚起:申込停止,2026-09
False,,575A,前澤ホールディングス,【500株】【2027開始】新潟県産雪蔵コシヒカリ4kg,,92.0,0.22,,,,2026-09
False,,6033,エクストリーム,【100株】クオカード500円,,17.0,0.28,,,注意喚起:申込停止,2026-09
False,,6045,レントラックス,【100株】デジタルギフト5000円相当【注：継続保有制限】,,20.0,1.97,,,注意喚起:注意喚起 / max逆日歩:29.0,2026-09
False,,6046,リンクバル,"【1000株】デジタルギフト®5,000円分【注：継続保有制限】",,15.0,3.23,,,注意喚起:申込停止 / max逆日歩:0.0,2026-09
False,,6050,イー・ガーディアン,【100株】デジタルギフト5000円相当,,18.0,2.73,,,注意喚起:申込停止 / max逆日歩:29.0,2026-09
False,,6070,キャリアリン,QUO,500.0,25.0,0.19,,,,2026-09
False,,6073,アサンテ,Ｊギフカ,1000.0,15.0,0.63,,,注意喚起:申込停止 / max逆日歩:5.0,2026-09
False,,6087,アビスト,【500株】プレミアム優待クラブ30000P,,177.5,,,,,2026-09
False,,6092,エンバイオ・ホールディングス,【1000株】プレミアム優待クラブ20000ポイント,,81.0,1.48,,,注意喚起:申込停止 / max逆日歩:1,2026-09
False,,6140,旭ダイヤモンド工業,【300株】ジュエリー公式 オンラインショップクーポン3000円【注：継続保有制限】,,33.0,,,,max逆日歩:1.0,2026-09
False,,6181,タメニー,【100株】パートナーエージェント等入会時登録料無料券など,,1.0,,,,,2026-09
False,,6189,グローバルキッズＣＯＭＰＡＮＹ,"【500株】giftee Box®10,000ポイント【注：継続保有制限】",,50.0,1.94,,,注意喚起:注意喚起 / max逆日歩:4.0,2026-09
False,,6193,バーチャレクス・ホールディングス,【200株】クオカード5000円相当,,23.0,2.04,,,,2026-09
False,,6240,ヤマシンＦ,QUO,500.0,10.0,0.46,,,max逆日歩:1.0,2026-09
False,,6277,ホソカワミク,自Ｇ商品,2500.0,56.0,0.18,500.0,,max逆日歩:7.0,2026-09
False,,6282,オイレス工業,Ｐ倶楽部,3000.0,86.0,0.21,,,max逆日歩:7.0,2026-09
False,,6316,丸山製作所,"【100株】ＱＵＯカードまたはデジタルギフト® 1,000円分【注：継続保有制限】",,30.0,0.32,,,注意喚起:申込停止 / max逆日歩:12.0,2026-09
False,,6325,タカキタ,【100株】キャッシュレスポイント1000円相当【注：継続保有制限】,,4.0,2.32,,,max逆日歩:14.0,2026-09
False,,6332,月島,米2kg,,133.0,0.06,,,max逆日歩:0.0,2026-09
False,,6339,新東工業,【100株】クオカード 1000円相当【注：継続保有制限】,,12.0,0.82,,,max逆日歩:2.0,2026-09
False,,6379,レイズネク,Ｐ倶楽部,500.0,29.0,0.08,,,max逆日歩:13.0,2026-09
False,,6412,平和,優待券,2000.0,43.0,0.5,400.0,,max逆日歩:6.0,2026-09
False,,6417,SANKYO,優待券,5000.0,103.0,1.56,,,max逆日歩:9.0,2026-09
False,,6419,マースグループホールディングス,【1000株】オリジナルカレンダー,,320.0,,,,max逆日歩:6.0,2026-09
False,,6430,ダイコク電機,デジギフ,1000.0,24.0,0.4,,,注意喚起:注意喚起 / max逆日歩:4.0,2026-09
False,,6549,ディーエムソリューションズ,【400株】デジタルギフト3000円相当【注：継続保有制限】,,45.0,0.65,,,,2026-09
False,,6551,ツナググループ・ホールディングス,"【500株】デジタルギフト8,000円相当【注：継続保有制限】",,30.0,2.55,,,注意喚起:注意喚起 / max逆日歩:0.0,2026-09
False,,6557,ＡＩＡＩグループ,"【600株】【2027廃止】デジタルギフト30,000円分【注：継続保有制限】",,45.0,6.42,,,,2026-09
False,,6570,共和コーポレーション,【100株】【2026記念優待】スクイーズ 及び 七味缶,,33.0,0.25,,,注意喚起:注意喚起 / max逆日歩:8,2026-09
False,,6574,コンヴァノ,"【1000株】【2027廃止】ビットコイン1,000円 及び FASTNAILネイルサービス 無料提",,11.0,,,,,2026-09
False,,6625,ＪＡＬＣＯホールディングス,【5000株】クオカード15000円相当,,185.0,0.77,,,max逆日歩:8.0,2026-09
False,,6644,大崎電機,デジギフ,1000.0,14.0,0.68,,,,2026-09
False,,6676,バッファロー,【100株】デジタルギフト または バッファロー商品セレクション 5000円相当,,30.0,1.6,,,max逆日歩:9.0,2026-09
