取得日時,権利年月,残日数(D-N),コード,銘柄名,日興在庫,カブ在庫,楽天在庫,SBI信号,GMO信号,松井信号,マネ信号,株価,株数,クロス日数,貸株コスト,最大逆日歩,Rtn_楽天,Rtn_日興,Rtn_SBI
2026-09-20 06:16,2027-06,186,1381,アクシーズ,,,,―,―,―,―,3590,500,277,14985,0,,,―
2026-09-20 06:16,2027-06,186,1431,Ｌｉｂ　Ｗｏｒｋ,,,,―,―,―,―,657,1000,277,5485,90.0,,,―
2026-09-20 06:16,2027-06,186,1788,三東工業社,,,,―,―,―,―,4070,100,277,3398,0,,,―
2026-09-20 06:16,2027-06,186,2009,鳥越製粉,0,,,―,―,―,―,1112,500,277,4641,0,,,―
2026-09-20 06:16,2027-06,186,2170,リンクアンドモチベーション,0,,,▲,―,―,―,690,1000,277,5760,2,,,▲
2026-09-20 06:16,2027-06,186,2206,江崎グリコ,1600,233700,8400,―,―,◎,―,5038,100,277,4206,7.0,,,―
2026-09-20 06:16,2027-06,186,2268,Ｂ－Ｒ　サーティワン　アイスクリーム,,,,―,―,―,―,4045,100,277,3377,0,,,―
2026-09-20 06:16,2027-06,186,2311,エプコ,0,,,―,―,―,―,0,100,277,,0,,,―
2026-09-20 06:16,2027-06,186,2325,ＮＪＳ,0,,,×,―,―,―,4545,300,277,11382,14.0,,,×
2026-09-20 06:16,2027-06,186,2385,総医研ホールディングス,,,,―,―,―,―,218,100,277,182,0,,,―
2026-09-20 06:16,2027-06,186,2418,ツカダ・グローバルホールディング,0,,,―,―,―,―,597,100,277,498,0.0,,,―
2026-09-20 06:16,2027-06,186,2428,ウェルネット,0,,,―,―,―,―,623,100,277,520,1.0,,,―
2026-09-20 06:16,2027-06,186,2498,オリエンタルコンサルタンツホールディング,,,,―,―,―,―,3140,200,277,5243,0,,,―
2026-09-20 06:16,2027-06,186,2573,北海道コカ・コーラボトリング,,,,―,―,―,―,4080,100,277,3406,0,,,―
2026-09-20 06:16,2027-06,186,2579,コカ・コーラ　ボトラーズジャパンホールデ,0,745900,17400,―,―,◎,―,3830,100,277,3197,3.0,,,―
2026-09-20 06:16,2027-06,186,2676,高千穂交易,0,,,900,0,―,―,2072,100,277,1730,1.0,,,900
2026-09-20 06:16,2027-06,186,2689,オルバディーブイエックスヘルスケア,,,,―,―,―,―,1925,100,277,1607,101.0,,,―
2026-09-20 06:16,2027-06,186,2700,木徳神糧,,,,―,―,―,―,1730,1000,277,14442,0,,,―
2026-09-20 06:16,2027-06,186,2702,日本マクドナルドホールディングス,0,108400,,1.6万,0,―,―,7860,100,277,6561,60,,0,1.6万
2026-09-20 06:16,2027-06,186,2752,フジオフードグループ本社,0,,,×,0,―,―,1166,100,277,973,144,,,×
2026-09-20 06:16,2027-06,186,2762,ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤ,,,,―,―,―,―,0,100,277,,0,,,―
2026-09-20 06:16,2027-06,186,2811,カゴメ,1900,176700,7600,―,―,◎,―,2692,100,277,2247,6.0,,,―
2026-09-20 06:16,2027-06,186,2904,一正蒲鉾,0,,,―,―,―,―,755,100,277,630,19.0,,,―
2026-09-20 06:16,2027-06,186,2938,オカムラ食品工業,,,,―,―,―,―,1302,100,277,1087,168,,,―
2026-09-20 06:16,2027-06,186,2970,ＧＬＣ　ＧＲＯＵＰ,,,,―,―,―,―,1115,400,277,3723,0,,,―
2026-09-20 06:16,2027-06,186,2981,ランディックス,,,,―,―,―,―,2320,400,277,7747,0,,,―
2026-09-20 06:16,2027-06,186,3028,アルペン,0,,,×,0,―,―,2312,100,277,1930,36,,0,×
2026-09-20 06:16,2027-06,186,3041,ビューティカダンホールディングス,,,,―,―,―,―,402,200,277,671,8,,,―
2026-09-20 06:16,2027-06,186,3053,ペッパーフードサービス,0,,,×,100,―,―,0,500,277,,0.0,,0,×
2026-09-20 06:16,2027-06,186,3082,きちりホールディングス,0,,,―,―,―,―,984,100,277,821,112,,,―
2026-09-20 06:16,2027-06,186,3091,ブロンコビリー,3200,,,100,0,―,―,2796,100,277,2334,0,,,100
2026-09-20 06:16,2027-06,186,3097,物語コーポレーション,1200,114400,16000,―,―,◎,▲,5330,100,277,4449,5.0,,,―
2026-09-20 06:16,2027-06,186,3135,マーケットエンタープライズ,0,,,―,―,―,―,1177,500,277,4913,0,,,―
2026-09-20 06:16,2027-06,186,3140,ＢＲＵＮＯ,,,,―,―,―,―,1021,100,277,852,53.0,,,―
2026-09-20 06:16,2027-06,186,3154,メディアスホールディングス,0,,,×,―,―,―,792,100,277,661,24,,,×
2026-09-20 06:16,2027-06,186,3191,ジョイフル本田,1600,,13200,×,0,◎,―,2261,100,267,1819,7.0,,,×
2026-09-20 06:16,2027-06,186,3196,ホットランドホールディングス,0,,,×,0,―,―,1666,100,277,1391,101.0,,,×
2026-09-20 06:16,2027-06,186,3197,すかいらーくホールディングス,100,378500,61700,700,1200,◎,◎,3262,100,277,2723,10,,,700
2026-09-20 06:16,2027-06,186,3242,アーバネットコーポレーション,,,,―,―,―,▲,529,500,277,2208,28,,,―
2026-09-20 06:16,2027-06,186,3286,トラストホールディングス,,,,―,―,―,―,881,300,277,2206,0,,,―
2026-09-20 06:16,2027-06,186,3405,クラレ,,,255000,2400,2100,―,―,20,100,,17,,255000,,2400
2026-09-20 06:16,2027-06,186,3457,Ａｎｄ　Ｄｏホールディングス,0,,,×,0,―,―,923,500,277,3853,8.0,,0,×
2026-09-20 06:16,2027-06,186,3469,デュアルタップ,,,,―,―,―,―,884,100,277,738,0,,,―
2026-09-20 06:16,2027-06,186,3482,ロードスターキャピタル,0,13400,22100,―,―,◎,―,2577,1000,277,21513,0,,,―
2026-09-20 06:16,2027-06,186,3538,ウイルプラスホールディングス,0,,,―,―,―,×,1034,1000,277,8632,4.0,,,―
2026-09-20 06:16,2027-06,186,3633,ＧＭＯペパボ,0,,,―,―,―,―,2600,100,277,2170,0,,,―
2026-09-20 06:16,2027-06,186,3660,アイスタイル,0,9800,32500,2800,500,―,▲,510,100,277,426,0,,0,2800
2026-09-20 06:16,2027-06,186,3663,セルシス,0,16200,34000,5700,9700,◎,▲,1893,200,277,3161,1.0,,,5700
2026-09-20 06:16,2027-06,186,3695,ＧＭＯプロダクトプラットフォーム,,,,―,―,―,―,1637,100,277,1367,0,,,―
