監視,優先度,コード,銘柄名,優待内容,優待価値,必要資金,総合利回り,売建上限,長期優遇,制度信用指標,権利月
False,,2805,ヱスビー食品,【100株】レトルト食品・調味料など 1000円相当【注：継続保有制限】,500,78.0,0.06,,,,2027-03
False,,2806,ユタカフーズ,【100株】調味料など800円相当,400,,0.0,,,,2027-03
False,,2810,ハウス食品グループ本社,【100株】カレールウなど1000円相当【注：継続保有制限】,500,40.0,0.12,,,max逆日歩:3.0,2027-03
False,,2813,和弘食品,"【100株】北海道産品詰め合わせ1,000円相当",500,39.0,0.13,,,,2027-03
False,,2814,佐藤食品工業,【100株】タリーズデジタルギフト2000円分,1940,96.0,0.2,,,,2027-03
False,,2815,アリアケジャパン,【1000株】食品 3000円相当,1500,526,0.03,,,max逆日歩:5.0,2027-03
False,,2816,ダイショー,【100株】調味料など 1000円相当,500,14.0,0.35,,,max逆日歩:36,2027-03
False,,2818,ピエトロ,【100株】ドレッシングなど 1000円相当,500,18.0,0.28,,,注意喚起:注意喚起 / max逆日歩:14.0,2027-03
False,,2819,エバラ食品,自社製品,1000,26,0.4,,,max逆日歩:3.0,2027-03
False,,2831,はごろもフーズ,【100株】自社商品 600円相当,300,37.0,0.08,,,,2027-03
False,,2871,ニチレイ,自Ｇ商品,2500,97,0.3,100,,,2027-03
False,,2875,東洋水産,【100株】ラーメンなど2000円相当【注：継続保有制限】,1000,100.0,0.1,,,,2027-03
False,,2877,日東ベスト,【300株】カレーなど自社商品詰め合わせ1500円相当【注：継続保有制限】,750,,0.0,,,,2027-03
False,,2894,石井食品,【1000株】ミートボールなど商品詰め合わせ,1500,36.0,0.42,,,,2027-03
False,,2897,日清食品,自Ｇ製品,1000,29,0.3,2600,,max逆日歩:10.0,2027-03
False,,2903,シノブフーズ,【500株】有明産味付けのり,500,80.0,0.06,,,注意喚起:申込停止,2027-03
False,,2907,あじかん,【100株】自社製品1000円相当【注：継続保有制限】,400,15.0,0.26,,,注意喚起:注意喚起 / max逆日歩:1.0,2027-03
False,,2908,フジッコ,【100株】煮豆など 1000円相当【注：継続保有制限】,500,16.0,0.31,,,max逆日歩:4.0,2027-03
False,,2911,旭松食品,【100株】即席みそ汁など 1500円相当,750,23.0,0.33,,,,2027-03
False,,2915,ケンコーマヨ,自社製品,1000,22,0.4,2800,,max逆日歩:7.0,2027-03
False,,2922,なとり,自社製品,2500,20,1.3,0,,max逆日歩:32,2027-03
False,,2928,ＲＩＺＡＰグループ,【100株】chocoZAP6カ月間半額,,,0.0,,,,2027-03
False,,2937,サンクゼール,"【100株】店舗又はオンラインショップ サービス券2,500円分【注：継続保有制限】",2500,18.0,1.42,,,max逆日歩:125.0,2027-03
False,,2976,日本グランデ,【100株】クオカード1000円相当,950,,0.0,,,,2027-03
False,,2984,ヤマイチエステート,【400株】プレミアム優待クラブ3000ポイント,1800,31.0,0.59,,,max逆日歩:53.0,2027-03
False,,2998,クリアル,【500株】デジタルギフト5000円相当,4850,5.0,9.19,,,,2027-03
False,,3002,グンゼ,30%引,,42,0.0,0,,max逆日歩:18.0,2027-03
False,,3020,アプライド,【100株】株主優待ポイント1000円相当,1000,47,0.21,,,,2027-03
False,,3024,クリエイト,【100株】クオカード1000円相当,950,12.0,0.79,,,,2027-03
False,,3032,ゴルフ・ドゥ,【500株】ルアンルアン 生せっけんスティック 及び 株主ご優待割引券1枚,500,12.0,0.43,,,,2027-03
False,,3034,クオール,商品選択,3000,18,1.6,1500,,max逆日歩:2.0,2027-03
False,,3036,アルコニックス,"【300株】優待カタログギフト4,000円相当【注：継続保有制限】",2400,101.0,0.24,,,max逆日歩:4.0,2027-03
False,,3058,三洋堂ホールディングス,【100株】図書カード1000円 及び 株主優待カード【注：継続保有制限】,900,7.0,1.26,,,max逆日歩:22.0,2027-03
False,,3059,ヒラキ,【100株】買物券2000円相当,1000,7.0,1.41,,,max逆日歩:14.0,2027-03
False,,3066,ＪＢイレブン,【100株】優待お食事券500円相当 及び 50％割引券,370,7.0,0.57,,,,2027-03
False,,3067,東京一番フーズ,【500株】優待券 5490円相当,2500,23.0,1.07,,,max逆日歩:14.0,2027-03
False,,3068,ＷＤＩ,"【100株】株主優待券（電子チケット）（3,000円分）",3000,,0.0,,,,2027-03
False,,3069,ＪＦＬＡホールディングス,【500株】【2026まで休止】優待カタログ 3000円相当,1500,8.0,1.8,,,max逆日歩:24,2027-03
False,,3088,マツキヨココ,ポイント,2000,24,0.8,2000,,max逆日歩:6.0,2027-03
False,,3096,オーシャンシステム,【200株】お米3kg(新潟県以外),1250,32.0,0.39,,,,2027-03
False,,3099,三越伊勢丹,優待Ｃ,2200,29,0.67,4400,,max逆日歩:3.0,2027-03
False,,3113,ＵＮＩＶＡ・Ｏａｋホールディングス,【1000株】OAKポイント5000ポイント,250,,0.0,,,,2027-03
False,,3137,ファンデリー,【100㈱】『旬をすぐに』お食事クーポン5000円相当,5000,2.0,22.94,,,注意喚起:注意喚起 / max逆日歩:8.0,2027-03
False,,3151,バイタル,QUO等,500,15,0.3,0,,max逆日歩:3.0,2027-03
False,,3157,ジオリーブグループ,【100株】クオカード 2000円相当,1900,14.0,1.33,,,,2027-03
False,,3166,ＯＣＨＩホールディングス,【100株】クオカード 2000円相当,1900,15.0,1.3,,,max逆日歩:26.0,2027-03
False,,3167,TOKAI,QUO等,500,12,0.4,30000,,max逆日歩:3.0,2027-03
False,,3173,Ｃｏｍｉｎｉｘ,"【200株】世界各国の特産品カタログギフト2,000円相当【注：継続保有制限】",1200,28.0,0.42,,,,2027-03
False,,3175,エー・ピーホールディングス,"【200株】飲食電子チケット もしくは 選べる当社ギフト商品7,000円分",7000,20.0,3.57,,,,2027-03
False,,3178,チムニー,【100株】食事券 3000円相当,1800,12.0,1.49,,,注意喚起:申込停止 / max逆日歩:21.0,2027-03
False,,3179,シュッピン,電子チケ,5000,12,4.2,0,,注意喚起:申込停止 / max逆日歩:7.0,2027-03
False,,3183,ウイン・Ｐ,QUO,1000,15,0.7,0,,max逆日歩:7.0,2027-03
False,,3185,夢展望,【300株】自社クーポンもしくはRIZAP商品 15000円相当,375,4.0,1.01,,,,2027-03
False,,3202,ダイトウボウ,【1000株】クオカード3000円など【注：継続保有制限】,2850,13.0,2.18,,,,2027-03
False,,3205,ダイドーリミテッド,【100株】ECサイトおよび一部実店舗で利用できる株主優待券,,7.0,0.0,,,max逆日歩:18.0,2027-03
False,,3221,ヨシックス,優待券,3000,34,0.9,0,,注意喚起:注意喚起 / max逆日歩:53.0,2027-03
False,,3224,ゼネラル・オイスター,【1000株】OPCポイント 10000ポイント,4000,69,0.58,,,,2027-03
False,,3232,三重交通,乗車券等,600,6,1.0,100,,注意喚起:注意喚起 / max逆日歩:5.0,2027-03
False,,3237,イントランス,"【1000株】デジタルギフト2,500円【注：継続保有制限】",2425,10.0,2.55,,,,2027-03
False,,3289,東急不動産,優待券,100,14,0.08,3100,,max逆日歩:1.0,2027-03
False,,3291,飯田,優待券,1600,24,0.7,8800,,max逆日歩:6.0,2027-03
False,,3306,日本製麻,【300株】パスタセット3000円相当,1200,21.0,0.57,,,,2027-03
False,,3317,フライングガーデン,【200株】優待券 2000円相当,1400,30.0,0.47,,,,2027-03
False,,3326,ランシステム,【100株】自遊空間株主優待券 6000円など,1800,7.0,2.69,,,,2027-03
False,,3346,ヒロタグループホールディングス,【1000株】ヒロタオリジナルシュークリーム3本（12個）【注：継続保有制限】,400,,0.0,,,,2027-03
False,,3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌ,"【1000株】山小屋からの贈り物2,050ポイント 及び クオカード5000円【注：継続保有制限】",4750,9.0,5.11,,,,2027-03
False,,3370,フジタコーポレーション,【100株】優待カタログ もしくは ミスタードーナッツ or モスカード 1000円相当,400,5.0,0.84,,,,2027-03
False,,3371,ソフトクリエ,QUO,500,20,0.3,0,,max逆日歩:2.0,2027-03
False,,3372,関門海,【100株】優待割引券2000円,400,2.0,1.81,,,注意喚起:申込停止,2027-03
False,,3395,サンマルク,優待Ｃ,1200,31,0.48,700,,max逆日歩:3.0,2027-03
False,,3397,トリドール,優待Ｃ,3000,44,0.7,0,,max逆日歩:5,2027-03
False,,3423,エスイー,【2000株】防災用品などの自社商品 1000円相当,400,54.0,0.07,,,max逆日歩:1.0,2027-03
False,,3434,アルファ,【300株】優待カタログ 3000円相当,1800,38.0,0.48,,,,2027-03
False,,3435,サンコーテクノ,【100株】クオカード500円相当,475,15.0,0.31,,,,2027-03
False,,3465,ケイアイスタ,電子マネ,2000,67,0.3,0,,max逆日歩:16.0,2027-03
False,,3467,アグレ都市デザイン,【100株】クオカード 1000円相当,950,28.0,0.33,,,,2027-03
False,,3477,フォーライフ,【1000株】【2027記念】プレミアム優待クラブ 15000ポイントなど,9000,92.0,0.98,,,,2027-03
False,,3484,イノベーションホールディングス,【500株】ジェフグルメカード10000円相当【注：継続保有制限】,9700,61.0,1.58,,,max逆日歩:24,2027-03
False,,3504,丸八ホールディングス,【500株】定番！ザブザブ布団クリーニング1枚パック,,,0.0,,,,2027-03
False,,3512,日本フエルト,【1000株】クオカード 2000円相当,1900,106.0,0.18,,,,2027-03
False,,3521,テルマー湯ホールディングス,【300株】テルマー湯優待券 新宿店・西麻布店 各1枚,1750,5.0,3.72,,,注意喚起:申込停止,2027-03
False,,3529,アツギ,【100株】割引券30%,,10.0,0.0,,,max逆日歩:0.0,2027-03
False,,3542,ベガコーポレーション,"【100株】LOWYA 5,000円分割引クーポン",5000,15.0,3.37,,,max逆日歩:30.0,2027-03
False,,3561,力の源ホールディングス,"【100株】ご賞味券2枚(2,000円分)",2000,15.0,1.34,,,注意喚起:注意喚起 / max逆日歩:26.0,2027-03
False,,3563,FOOD＆L,電優待券,1650,99,0.2,17000,,max逆日歩:2.0,2027-03
False,,3569,セーレン,クーポン,3000,31,1.0,200,,max逆日歩:4.0,2027-03
False,,3577,東海染工,【100株】クオカード1000円相当【注：継続保有制限】,950,9.0,1.02,,,注意喚起:申込停止,2027-03
False,,3591,ワコール,割引購入,400,41,0.1,200,,max逆日歩:8.0,2027-03
False,,3598,山喜,【100株】優待券 1000円相当,300,2.0,1.8,,,,2027-03
False,,3634,ソケッツ,"【100株】【2027変更】タワーレコードギフトカード3,000円",2910,6.0,4.92,,,,2027-03
False,,3635,コーエーテク,40%引,,17,0.0,0,,max逆日歩:3.0,2027-03
False,,3641,パピレス,【100株】Rentaギフトコード10000ポイント,4140,10.0,4.17,,,,2027-03
False,,3646,駅探,【500株】デジタルギフト10000円相当【注：継続保有制限】,9700,18.0,5.48,,,,2027-03
False,,3648,ＡＧＳ,【200株】ＶＪＡギフトカード1000円相当【注：継続保有制限】,970,21.0,0.46,,,max逆日歩:1.0,2027-03
False,,3658,イーブックイニシアティブジャパン,【100株】クーポン 1080円相当,442,,0.0,,,,2027-03
False,,3676,デジタルＨ,QUO,1,45,2.2,4500,,,2027-03
False,,3679,じげん,ポイント,500,4,1.2,0,,max逆日歩:1.0,2027-03
False,,3690,イルグルム,【100株】デジタルギフト1000円相当,970,6.0,1.68,,,注意喚起:申込停止 / max逆日歩:11.0,2027-03
False,,3694,オプティム,自商品券,1600,4,3.9,0,,max逆日歩:0.0,2027-03
False,,3708,特種東海製紙,図書Ｃ等,1000,49,0.2,2800,,max逆日歩:7.0,2027-03
False,,3710,ジョルダン,【100株】「乗換案内PREMIUM(株主優待版)」半年間利用権,,6.0,0.0,,,注意喚起:注意喚起 / max逆日歩:6.0,2027-03
False,,3750,サイトリ細胞研究所,【100株】【2026特別追加】クオカード3000円相当,2850,8.0,3.36,,,,2027-03
False,,3763,プロシップ,QUO,1000,29,0.3,0,,,2027-03
False,,3769,ＧＭＯペイメントゲートウェイ,【100株】自社株式購入時のビットコイン付与【注：継続保有制限】,,89.0,0.0,,,,2027-03
False,,3778,さくらインタ,QUO,500,26,0.2,0,,max逆日歩:54.0,2027-03
False,,3799,キーウェアソリューションズ,【300株】デジタルギフト3000円相当【注：継続保有制限】,2910,34.0,0.85,,,注意喚起:注意喚起 / max逆日歩:19.0,2027-03
False,,3800,ユニリタ,【200株】デジタルギフト2000円相当,1940,,0.0,,,,2027-03
False,,3802,エコミック,【100株】デジタルギフト1000円相当【注：継続保有制限】,970,,0.0,,,,2027-03
False,,3839,ＯＤＫソリューションズ,【100株】クオカード500円相当,475,6.0,0.76,,,注意喚起:注意喚起 / max逆日歩:11.0,2027-03
False,,3842,ネクストジェン,【300株】クオカード3000円相当,2850,37.0,0.77,,,,2027-03
False,,3844,コムチュア,デジギフ,1000,44,0.2,800,,,2027-03
False,,3848,データ・アプリケーション,【100株】プレミアム優待クラブ1000P,600,8.0,0.72,,,max逆日歩:16,2027-03
False,,3853,アステリア,【500株】QUOカード 又は 日本円建ステーブルコインJPYC 1000円相当【注：継続保有制限】,950,54.0,0.18,,,,2027-03
False,,3861,王子ホールディングス,【1000株】王子ネピア商品カタログギフト券 4180円相当【注：継続保有制限】,1672,89.0,0.19,,,max逆日歩:0.0,2027-03
False,,3863,日本製紙,自Ｇ製品,600,12,0.45,4700,,max逆日歩:1.0,2027-03
False,,3864,三菱製紙,【500株】ナクレティッシュ50箱などから選択【注：継続保有制限】,2000,61,0.33,,,,2027-03
False,,3880,大王製紙,【100株】トイレットペーパーなど1500円相当【注：継続保有制限】,600,10.0,0.59,,,max逆日歩:0.0,2027-03
False,,3912,モバイルファクトリー,"【1000株】デジタルギフト®10,000円分【注：継続保有制限】",8000,114.0,0.7,,,max逆日歩:0.0,2027-03
False,,3917,アイリッジ,【300株】【2026記念】クオカード15000円相当,14250,15.0,9.79,,,,2027-03
False,,3924,ランドコンピュータ,【100株】クオカード2000円相当,1900,,0.0,,,max逆日歩:3.0,2027-03
False,,3926,オープンドア,【100株】【休止中】クオカード 1000円相当,950,4.0,2.15,,,,2027-03
False,,3927,フーバーブレイン,【100株】クオカード 1000円相当,950,9.0,1.05,,,,2027-03
False,,3929,ソーシャルワイヤー,【200株】デジタルギフト（分配型）【注：継続保有制限】,,5.0,0.0,,,,2027-03
False,,3934,ベネフィットジャパン,【100株】クオカード 500円相当,475,,0.0,,,,2027-03
False,,3943,大石産業,【100株】クオカード1000円相当,950,,0.0,,,,2027-03
False,,3946,トーモク,"【300株】クオカード10,000円【注：継続保有制限】",9500,133.0,0.71,,,max逆日歩:0.0,2027-03
False,,3954,昭和パックス,【500株】新潟県産コシヒカリ5ｋｇ,1000,151.0,0.07,,,,2027-03
False,,3969,エイトレッド,【100株】1000円相当のクオカード,950,14.0,0.68,,,,2027-03
False,,3979,うるる,"【100株】出張撮影サービス「OurPhoto」3,000円割引クーポン",3000,5.0,6.41,,,,2027-03
False,,3985,テモナ,【100株】デジタルギフト500円相当【注：継続保有制限】,485,2.0,2.49,,,,2027-03
False,,3992,ニーズウェル,【1000株】【2027より保有制限】クオカード15000円相当,14250,,0.0,,,注意喚起:申込停止 / max逆日歩:10.0,2027-03
False,,4008,住友精化,【100株】【2027変更】クオカード1000円相当【注：継続保有制限】,950,15.0,0.63,,,max逆日歩:9.0,2027-03
False,,4040,南海化学,【100株】【2027より保有制限】大阪府、和歌山県、高知県特産品 3000円相当,1200,38.0,0.31,,,,2027-03
False,,4051,ＧＭＯフィナンシャルゲート,【100株】自社株式購入時のビットコイン付与【注：継続保有制限】,,62.0,0.0,,,,2027-03
False,,4061,デンカ,【1株】化粧品優待価格販売,,0.0,0.0,,,max逆日歩:3.0,2027-03
False,,4064,日本カーバイド工業,【100株】【2027開始】デジタルギフト500円,485,36.0,0.14,,,,2027-03
False,,4088,エア・ウォタ,自Ｇ製品,1500,21,0.7,300,,max逆日歩:3.0,2027-03
False,,4094,日本化学産業,【300株】クオカード5000円相当,4750,69.0,0.69,,,,2027-03
False,,4102,丸尾カルシウム,【100株】クオカード 1000円相当,950,14.0,0.66,,,,2027-03
False,,4124,大阪油化工業,"【100株】クオカード5,000円相当【注：継続保有制限】",4750,30.0,1.57,,,,2027-03
False,,4177,ｉ－ｐｌｕｇ,【100株】【2026のみ】デジタルギフト2000円,1940,15.0,1.29,,,,2027-03
False,,4193,ファブリカホールディングス,【200株】電子ギフト6000円相当【注：継続保有制限】,4800,43.0,1.11,,,,2027-03
False,,4220,リケンテク,QUO等,1000,34,0.3,100,,max逆日歩:2.0,2027-03
False,,4247,ポバール興業,【100株】クオカード1000円相当,950,,0.0,,,,2027-03
False,,4256,サインド,"【200株】デジタルギフト®16,000円分",15520,22.0,6.92,,,,2027-03
False,,4262,ニフティライフスタイル,【100株】ニフティ温泉掲載中の対象温浴施設ご優待券2000円相当 もしくは 電子ギフト1000円相,800,14.0,0.58,,,注意喚起:注意喚起 / max逆日歩:5.0,2027-03
False,,4275,カーリット,ジェフＧ,500,26,0.2,4800,,max逆日歩:6,2027-03
False,,4290,プレステージ・インターナショナル,【100株】クオカード500円,475,7.0,0.67,,,注意喚起:注意喚起,2027-03
False,,4299,ハイマックス,QUO,1000,13,0.8,,,注意喚起:申込停止,2027-03
False,,4301,アミューズ,選択制,400,20,0.21,100,,max逆日歩:0.0,2027-03
False,,4310,ドリームイン,Ｐ倶楽部,1500,29,0.5,0,,max逆日歩:20.0,2027-03
False,,4318,クイック,QUO,500,26,0.2,,,max逆日歩:0.0,2027-03
False,,4323,日本Ｓ技術,カタログ,3000,124,0.2,500,,max逆日歩:5.0,2027-03
False,,4337,ぴあ,図書Ｃ等,2500,33,0.8,0,,max逆日歩:8,2027-03
