監視,優先度,コード,銘柄名,優待内容,優待価値,必要資金,総合利回り,売建上限,長期優遇,制度信用指標,権利月
False,,2970,ＧＬＣ　ＧＲＯＵＰ,【400株】【2027より保有制限】デジタルギフト20000円相当,19400,45.0,4.35,,,,2027-06
False,,2981,ランディックス,"【400株】プレミアム優待クラブ1,500ポイント",900,93.0,0.1,,,,2027-06
False,,3028,アルペン,"【100株】御優待券1,000円",1000,21,0.5,0,,max逆日歩:36,2027-06
False,,3041,ビューティカダンホールディングス,【200株】熊本県産米５kg,2000,8.0,2.49,,,max逆日歩:8,2027-06
False,,3053,ペッパーフードサービス,"【500株】お食事券 または 自社商品 3,000円相当",3000,10,3.0,100,,注意喚起:注意 / max逆日歩:0.0,2027-06
False,,3082,きちりホールディングス,【100株】株主様ご優待券1500円相当,900,10.0,0.91,,,max逆日歩:112,2027-06
False,,3091,ブロンコビリー,【100株】【2027分割変更】食事優待券 2000円相当,2000,47,0.4,0,,,2027-06
False,,3097,物語コーポレーション,【100株】株主様ご優待カード 3500円相当【注：継続保有制限】,2170,53.0,0.41,,,max逆日歩:5.0,2027-06
False,,3135,マーケットエンタープライズ,"【500株】【2027より継続保有制限】デジタルギフト 25,000円分",20000,59.0,3.4,,,注意喚起:申込停止,2027-06
False,,3140,ＢＲＵＮＯ,【100株】ＲＩＺＡＰグループ商品9000円相当,3600,10.0,3.53,,,max逆日歩:53.0,2027-06
False,,3154,メディアスホールディングス,【100株】クオカード1000円相当,1000,8,1.2,,,max逆日歩:24,2027-06
False,,3191,ジョイフル本田,【100株】自社商品券 もしくは 茨城県特産品カタログギフト3000円相当,3000,22,1.4,0,,max逆日歩:7.0,2027-06
False,,3196,ホットランドホールディングス,【100株】買物券 1500円相当,1500,16,0.9,0,,max逆日歩:101.0,2027-06
False,,3197,すかいらーくホールディングス,【100株】食事優待券 2000円相当,2000,28,0.7,1200,,max逆日歩:10,2027-06
False,,3242,アーバネットコーポレーション,【500株】クオカード2500円相当,2375,26.0,0.9,,,max逆日歩:28,2027-06
False,,3286,トラストホールディングス,【300株】九州特産品5000円相当（選択制）,2500,26.0,0.95,,,,2027-06
False,,3405,クラレ,カレンダ,,0.0,,2100,,,2027-06
False,,3457,Ａｎｄ　Ｄｏホールディングス,【500株】プレミアム優待クラブ3000ポイント,3000,52,0.6,0,,注意喚起:申込停止 / max逆日歩:8.0,2027-06
False,,3469,デュアルタップ,【100株】クオカードPay4000円相当,3800,9.0,4.3,,,,2027-06
False,,3482,ロードスターキャピタル,【1000株】OwnersBook株主優待用投資枠【注：継続保有制限】,,258.0,0.0,,,,2027-06
False,,3538,ウイルプラスホールディングス,【1000株】新車購入時の割引優待【注：継続保有制限】,,103.0,0.0,,,max逆日歩:4.0,2027-06
False,,3633,ＧＭＯペパボ,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与【注：継続保有制限】,,26,0.0,,,,2027-06
False,,3660,アイスタイル,【100株】割引券 6400円相当,6400,4,17.0,500,,,2027-06
False,,3663,セルシス,【200株】CLIP STUDIO PAINT EX 1 デバイス６か月版,,37,0.0,9700,,max逆日歩:1.0,2027-06
False,,3695,ＧＭＯプロダクトプラットフォーム,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与など【注：継続保有制限】,,16.0,0.0,,,,2027-06
False,,3788,ＧＭＯグローバルサイン・ホールディングス,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与など【注：継続保有制限】,100,20.0,0.05,,,,2027-06
False,,3807,フィスコ,【100株】フィスコIPOナビ 1ヶ月無料クーポン,,1.0,0.0,,,max逆日歩:0.0,2027-06
False,,3950,ザ・パック,【100株】【2027廃止】図書カードＮＥＸＴ 500円相当,500,14,0.4,15000,,max逆日歩:9.0,2027-06
False,,3958,笹徳印刷,【100株】オリジナルカレンダー,,5.0,0.0,,,,2027-06
False,,3962,チェンジホールディングス,"【300株】デジタルギフト7,500円相当",7275,30.0,2.41,,,max逆日歩:0.0,2027-06
False,,3984,ユーザーローカル,【100株】デジタルギフト3000円相当,3000,17,1.8,0,,max逆日歩:2.0,2027-06
False,,3986,ビーブレイクシステムズ,"【300株】デジタルギフト®3,000円分",2910,14.0,2.03,,,,2027-06
False,,4018,Geolocation Technolo,【100株】クオカード1000円相当,950,,0.0,,,,2027-06
False,,4060,ｒａｋｕｍｏ,"【500株】デジタルギフト®7,500円分",7275,60.0,1.22,,,max逆日歩:0.0,2027-06
False,,4068,ベイシス,【200株】デジタルギフト5000円相当,4850,36.0,1.35,,,,2027-06
False,,4261,アジアクエスト,"【300株】デジタルギフト®50,000円分【注：継続保有制限】",48500,89.0,5.47,,,,2027-06
False,,4284,ソルクシーズ,【1000株】「幽学の里米」コシヒカリ5kg【注：継続保有制限】,1500,45.0,0.33,,,,2027-06
False,,4286,ＣＬホールディングス,【200株】プレミアム優待クラブ 2500ポイント【注：継続保有制限】,1500,26.0,0.57,,,max逆日歩:62.0,2027-06
False,,4335,ＩＰＳホールディングス,【100株】クオカード1000円相当,950,11.0,0.87,,,,2027-06
False,,4351,山田再生系債権回収総合事務所,【100株】クオカード 1000円相当,950,8.0,1.14,,,注意喚起:申込停止,2027-06
False,,4398,ブロードバンドセキュリティ,"【300株】デジタルギフト5,000円分【注：継続保有制限】",4850,40.0,1.21,,,,2027-06
False,,4415,ブロードエンタープライズ,【100株】デジタルギフト1000円相当,970,14.0,0.7,,,,2027-06
False,,4448,ｋｕｂｅｌｌ,【100株】Chatworkパーソナルプラン【注：継続保有制限】,,4.0,0.0,,,max逆日歩:0.0,2027-06
False,,4482,ウィルズ,【700株】プレミアム優待クラブ 6000ポイント【注：継続保有制限】,3600,52.0,0.69,,,max逆日歩:11.0,2027-06
False,,4495,アイキューブドシステムズ,【100株】デジタルギフト1000円相当,970,21.0,0.47,,,,2027-06
False,,4563,アンジェス,【100株】優待割引販売,,,0.0,,,,2027-06
False,,4634,ａｒｔｉｅｎｃｅ,【200株】カタログギフト1000円相当【注：継続保有制限】,600,103,0.06,,,max逆日歩:4.0,2027-06
False,,4642,オリジナル設計,【700株】プレミアム優待クラブ12000ポイント,7200,98.0,0.73,,,,2027-06
False,,4680,ラウンドワン,【100株】500円割引券,500,12,0.4,29000,,max逆日歩:0.0,2027-06
False,,4712,ＫｅｙＨｏｌｄｅｒ,【1000株】Empire Steak House Roppongi 15000円分など,6477,81,0.8,,,注意喚起:申込停止 / max逆日歩:0.0,2027-06
False,,4767,テー・オー・ダブリュー,【1000株】クオカード 500円相当【注：継続保有制限】,475,39.0,0.12,,,,2027-06
False,,4784,ＧＭＯインターネット,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与【注：継続保有制限】,,5.0,0.0,,,,2027-06
False,,4848,フルキャストホールディングス,【100株】らあめん花月嵐お食事優待券2枚 もしくは　嵐げんこつらあめん箱入り（４食入）1箱,400,15,0.21,0,,max逆日歩:7.0,2027-06
False,,4881,ファンペップ,【100株】優待価格販売,,0.0,0.0,,,,2027-06
False,,4933,Ｉ－ｎｅ,【100株】デジタルギフト5000円分,4850,24.0,2.05,,,注意喚起:申込停止 / max逆日歩:134.0,2027-06
False,,4967,小林製薬,【100株】家庭用品等詰め合わせのカタログギフト5000円相当,5000,55,0.9,53000,,max逆日歩:9.0,2027-06
False,,4985,アース製薬,【100株】殺虫剤等 2500円相当【注：継続保有制限】,1000,47.0,0.21,,,max逆日歩:20.0,2027-06
False,,5074,テスホールディングス,【1000株】プレミアム優待クラブ3000ポイント,3000,102,0.3,0,,max逆日歩:1.0,2027-06
False,,5139,オープンワーク,【100株】デジタルギフト500円相当【注：継続保有制限】,485,9.0,0.54,,,,2027-06
False,,5283,高見澤,【200株】信州特産品など,800,,0.0,,,,2027-06
False,,5530,日本システムバンク,【100株】クオカード2000円相当,1900,,0.0,,,,2027-06
False,,5618,ナイル,【100株】	定額カルモくんキャッシュバック10万円,,3.0,0.0,,,,2027-06
False,,5698,エンビプロ・ホールディングス,【400株】【2027廃止】クオカード2000円相当【注：継続保有制限】,1900,30.0,0.64,,,,2027-06
False,,5884,クラダシ,"【100株】Kuradashiクーポン4,000円分（2,000円チケット×２枚）",4000,6.0,6.61,,,,2027-06
False,,5891,ＳＡＫＩＧＡＫＥホールディングス,"【100株】優待券（電子チケット）2,000円相当",2000,17.0,1.18,,,,2027-06
False,,6031,ＺＥＴＡ,【1000株】デジタルギフト1000円相当,800,28.0,0.29,,,max逆日歩:0.0,2027-06
False,,6036,ＫｅｅＰｅｒ技研,【200株】キーパーLABO  20%OFFなど【注：継続保有制限】,2500,71.0,0.35,,,,2027-06
False,,6038,イード,【500株】クオカード10000円相当,9500,42.0,2.29,,,max逆日歩:8.0,2027-06
False,,6061,ユニバーサル園芸社,【100株】クオカード1000円相当,950,32.0,0.3,,,,2027-06
False,,6071,ＩＢＪ,【1000株】クオカード 2000円相当,2000,76,0.3,0,,max逆日歩:0.0,2027-06
False,,6180,ＧＭＯメディア,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与【注：継続保有制限】,,37.0,0.0,,,,2027-06
False,,6195,ホープ,【100株】【抽選】地域特産品,,2.0,0.0,,,,2027-06
False,,6228,ジェイ・イー・ティ,【500株】トマピカルネクター350ml【注：継続保有制限】,1944,27.0,0.72,,,,2027-06
False,,6278,ユニオンツール,【100株】新潟県産米5ｋｇ【注：継続保有制限】,1000,134.0,0.07,,,max逆日歩:6.0,2027-06
False,,6504,富士電機,【1株】カレンダー,,1.0,0.0,10000,,,2027-06
False,,6571,キュービーネットホールディングス,【100株】ＱＢ ＨＯＵＳＥ無料ヘアカット券 1枚,900,13.0,0.7,,,,2027-06
False,,6573,アジャイルメディア・ネットワーク,【100株】【実施見送り】イベントへの抽選招待など,,,0.0,,,,2027-06
False,,7033,マネジメントソリューションズ,【100株】プレミアム優待クラブ2000ポイント,2000,13,1.5,0,,max逆日歩:0.0,2027-06
False,,7037,テノ．ホールディングス,"【600株】デジタルギフト15,000円相当",14550,48.0,3.05,,,,2027-06
False,,7038,フロンティア・マネジメント,【100株】プレミアム優待クラブ 1000ポイント,1000,6,1.6,0,,,2027-06
False,,7044,ピアラ,"【1000株】デジタルギフト®18,000円分",17460,52.0,3.34,,,,2027-06
False,,7135,ジャパンクラフトホールディングス,【100株】お買物優待券500円相当【注：継続保有制限】,170,2.0,0.99,,,max逆日歩:28,2027-06
False,,7272,ヤマハ発動機,【3000株】カレンダー,500,546.0,0.01,,,max逆日歩:4.0,2027-06
False,,7353,ＫＩＹＯラーニング,"【500株】スタディング割引クーポン10,000円相当",10000,25.0,3.94,,,,2027-06
False,,7359,東京通信グループ,【2500株】デジタルギフト15000円相当【注：継続保有制限】,14550,65.0,2.23,,,,2027-06
False,,7422,東邦レマック,【500株】クオカード500円相当,475,20.0,0.23,,,,2027-06
False,,7532,パン・パシフィック・インターナショナルホ,【100株】「majica」ポイント300円相当,300,8,0.4,189000,,max逆日歩:2.0,2027-06
False,,7585,かんなん丸,【100株】飲食券2000円 もしくは ジェフグルメカード500円,1000,4.0,2.47,,,,2027-06
False,,7625,グローバルダイニング,【500株】株主優待証（15%割引）,,23.0,0.0,,,max逆日歩:20,2027-06
False,,7675,セントラルフォレストグループ,【500株】自社グループ商品2000円相当【注：継続保有制限】,800,,0.0,,,,2027-06
False,,7809,壽屋,【100株】お買物優待券2000円相当,880,13.0,0.67,,,,2027-06
False,,7813,プラッツ,【100株】クオカード500円相当,475,9,0.53,,,,2027-06
False,,7925,前澤化成工業,【300株】プレミアム優待クラブ 3000ポイント,1800,,0.0,,,max逆日歩:12,2027-06
False,,7936,アシックス,【100株】20%割引電子チケット10枚,8000,45,1.97,42000,,max逆日歩:3,2027-06
False,,7962,キングジム,【300株】公式オンラインストア株主優待クーポン6000円相当,6000,23,2.6,,,max逆日歩:43.0,2027-06
False,,7963,興研,【1000株】感染対策用マスクなど8000円相当【注：継続保有制限】,3200,179.0,0.18,,,,2027-06
False,,7972,イトーキ,"【500株】イトーキ オリジナルグッズ詰め合わせ（3,000円相当）などから選択",3000,129,0.2,15000,,max逆日歩:0.0,2027-06
False,,8039,築地魚市場,【100株】水産加工品詰合せ 3000円相当,1500,35.0,0.43,,,注意喚起:申込停止,2027-06
False,,8040,東京ソワール,【100株】デジタルギフト500円 及び オンラインストア優待クーポンコードなど,485,10.0,0.47,,,,2027-06
False,,8179,ロイヤルホールディングス,【2000株】食事優待券 12000円相当,500,24,0.2,0,,max逆日歩:234,2027-06
False,,8508,Ｊトラスト,【10000株】東京宝塚劇場公演チケットもしくは宝塚大劇場公演チケット1枚,5000,771,0.06,,,,2027-06
False,,8912,エリアクエスト,【1000株】クオカード4000円相当,3800,16.0,2.41,,,注意喚起:申込停止 / max逆日歩:8,2027-06
False,,8928,穴吹興産,【100株】カタログギフト 3000円相当,1800,23.0,0.78,,,max逆日歩:53.0,2027-06
False,,8929,青山財産ネットワークス,【1000株】クオカード1000円相当,950,139.0,0.07,,,,2027-06
False,,8945,サンネクスタグループ,【200株】クオカード 2000円相当【注：継続保有制限】,1900,22.0,0.87,,,,2027-06
False,,8963,インヴィンシブル投資法人,【1口】宿泊優待割引,,6.0,0.0,,,max逆日歩:100,2027-06
False,,9159,Ｗ　ＴＯＫＹＯ,【100株】【抽選】東京ガールズコレクションペアチケット,,20.0,0.0,,,,2027-06
False,,9173,東海汽船,【100株】乗船割引券（35%割引）10枚,20000,28.0,7.11,,,,2027-06
False,,9273,コーア商事ホールディングス,【200株】クオカード1000円相当,1000,15,0.7,0,,max逆日歩:5,2027-06
False,,9416,ビジョン,【100株】グローバルWiFi利用券等 6000円相当,6000,10,6.2,19000,,max逆日歩:4.0,2027-06
False,,9419,ワイヤレスゲート,【1000株】デジタルギフト5000円相当【注：継続保有制限】,4850,30.0,1.61,,,注意喚起:申込停止 / max逆日歩:0.0,2027-06
False,,9421,エヌジェイホールディングス,【200株】クオカード4000円相当,3800,,0.0,,,,2027-06
False,,9439,エム・エイチ・グループ,【100株】Ｍ・Ｈ・ＧＲＯＵＰ ＷＥＢ ＳＴＯＲＥ優待券3500円,5,2.0,0.02,,,注意喚起:申込停止,2027-06
False,,9441,ベルパーク,【100株】クオカード1000円相当,950,30.0,0.32,,,max逆日歩:86.0,2027-06
False,,9449,ＧＭＯインターネットグループ,【100株】GMOクリック証券における特定銘柄購入時のビットコイン付与 【注：継続保有制限】,,40.0,0.0,,,max逆日歩:0.0,2027-06
False,,9557,エアークローゼット,【300株】airCloset等月額会費1ヶ月無料クーポン【注：継続保有制限】,,7.0,0.0,,,,2027-06
False,,9656,グリーンランドリゾート,【100株】遊園地等無料入場券 2枚,700,6.0,1.17,,,注意喚起:申込停止 / max逆日歩:8,2027-06
False,,9722,藤田観光,【100株】グループ施設優待券1000円,2.0,92,1.6,3800,,max逆日歩:8.0,2027-06
False,,9731,白洋舍,【100株】クオカード500円相当,475,34.0,0.14,,,,2027-06
False,,9755,応用地質,【200株】プレミアム優待クラブ2000ポイント,2000,56,0.4,0,,max逆日歩:9.0,2027-06
False,,9757,船井総研ホールディングス,【100株】クオカード 500円相当,500,11,0.5,20000,,max逆日歩:5.0,2027-06
