取得日時,権利年月,残日数(D-N),コード,銘柄名,日興在庫,カブ在庫,楽天在庫,SBI信号,GMO信号,松井信号,マネ信号,株価,株数,クロス日数,貸株コスト,最大逆日歩,Rtn_楽天,Rtn_日興,Rtn_SBI
2026-09-14 01:01,2026-09,10,1431,Ｌｉｂ　Ｗｏｒｋ,,,,―,―,―,―,650,100,16,31,90.0,,,―
2026-09-14 01:01,2026-09,10,1438,岐阜造園,,,,―,―,―,―,0,200,16,,0,,,―
2026-09-14 01:01,2026-09,10,1711,ＳＤＳホールディングス,,,,―,―,―,―,246,3000,16,356,0,,,―
2026-09-14 01:01,2026-09,10,1783,ｆａｎｔａｓｉｓｔａ,,,,―,―,―,―,0,1000,16,,0,,,―
2026-09-14 01:01,2026-09,10,1795,マサル,,,,―,―,―,―,5800,200,16,559,0,,,―
2026-09-14 01:01,2026-09,10,1822,大豊建設,16000,3300,100,▲,―,―,―,823,100,16,40,36.0,100,16000,▲
2026-09-14 01:01,2026-09,10,1828,田辺工業,,,,―,―,―,―,2425,100,16,117,0,,,―
2026-09-14 01:01,2026-09,10,1848,富士ピー・エス,0,,,―,―,―,―,755,100,16,36,12,,,―
2026-09-14 01:01,2026-09,10,1867,植木組,0,,,―,―,―,―,2675,100,16,129,0.0,,,―
2026-09-14 01:01,2026-09,10,1879,新日本建設,200,0,0,×,―,―,―,2236,300,16,323,0,0,200,×
2026-09-14 01:01,2026-09,10,1904,大成温調,,,,―,―,―,―,5110,300,16,739,250.0,,,―
2026-09-14 01:01,2026-09,10,1952,新日本空調,3400,58200,2400,▲,―,◎,―,3140,300,16,454,2.0,,,▲
2026-09-14 01:01,2026-09,10,2053,中部飼料,4000,35100,53000,◎,1000,―,―,2010,500,16,485,4.0,53000,4000,◎
2026-09-14 01:01,2026-09,10,2114,フジ日本,,,,―,―,―,―,674,100,16,32,29.0,,,―
2026-09-14 01:01,2026-09,10,2120,ＬＩＦＵＬＬ,0,,,×,―,―,―,228,4000,16,440,0.0,,,×
2026-09-14 01:01,2026-09,10,2122,インタースペース,,,,―,―,―,―,1452,400,16,280,0,,,―
2026-09-14 01:01,2026-09,10,2185,シイエム・シイ,,,,―,―,―,―,1942,100,16,94,0,,,―
2026-09-14 01:01,2026-09,10,2201,森永製菓,500,201400,1300,▲,―,◎,―,2442,100,16,118,0.0,,,▲
2026-09-14 01:01,2026-09,10,2207,ｍｅｉｔｏ,600,,0,×,―,―,―,3390,100,16,163,18,0,600,×
2026-09-14 01:01,2026-09,10,2208,ブルボン,,,,―,―,―,―,3085,100,16,149,0,,,―
2026-09-14 01:01,2026-09,10,2209,井村屋,0,,2500,◎,―,―,―,2353,100,16,113,0,2500,0,◎
2026-09-14 01:01,2026-09,10,2220,亀田製菓,4400,16400,3000,◎,―,◎,―,1349,100,16,65,3.0,3000,4400,◎
2026-09-14 01:01,2026-09,10,2221,岩塚製菓,,,,―,―,―,―,3060,200,16,295,0,,,―
2026-09-14 01:01,2026-09,10,2226,湖池屋,,,,―,―,―,―,4915,100,16,237,1.0,,,―
2026-09-14 01:01,2026-09,10,2264,森永乳業,9400,1282200,8700,◎,―,◎,―,1106,200,16,107,6.0,8700,9400,◎
2026-09-14 01:01,2026-09,10,2267,ヤクルト本社,400,615600,0,▲,―,◎,―,2816,100,16,136,5.0,,,▲
2026-09-14 01:01,2026-09,10,2281,プリマハム,21000,29200,39000,◎,200,◎,―,2390,200,16,230,6.0,39000,21000,◎
2026-09-14 01:01,2026-09,10,2282,日本ハム,400,501500,4600,▲,1000,◎,―,6247,300,16,904,13.0,4600,400,▲
2026-09-14 01:01,2026-09,10,2288,丸大食品,36000,0,100,▲,200,―,―,2241,200,16,216,15.0,100,36000,▲
2026-09-14 01:01,2026-09,10,2307,クロスＣ,3700,,14000,▲,―,―,―,1028,200,16,99,0,14000,3700,▲
2026-09-14 01:01,2026-09,10,2335,キューブＳ,3400,,0,×,―,―,―,1096,200,16,106,18.0,0,3400,×
2026-09-14 01:01,2026-09,10,2340,極楽湯ホールディングス,,,,―,―,―,―,521,100,16,25,0,,,―
2026-09-14 01:01,2026-09,10,2352,ＷＯＷＷＯＲＬＤ,,,,―,―,―,―,0,200,16,,0,,,―
2026-09-14 01:01,2026-09,10,2378,ルネサンス,0,,,×,―,―,―,1042,100,16,50,48,,0,×
2026-09-14 01:01,2026-09,10,2432,Ｄ・Ｎ・Ａ,1800,48000,4700,▲,300,◎,―,2496,100,16,120,0,4700,1800,▲
2026-09-14 01:01,2026-09,10,2454,オールアバウト,,,,―,―,―,―,351,300,16,51,0,,,―
2026-09-14 01:01,2026-09,10,2464,Ａｏｂａ－ＢＢＴ,0,,,―,―,―,―,361,100,16,17,0,,,―
2026-09-14 01:01,2026-09,10,2480,システム・ロケーション,,,,―,―,―,―,1798,100,16,87,0,,,―
2026-09-14 01:01,2026-09,10,2497,ユナイテッド,,,,―,―,―,―,528,1000,16,255,12,,,―
2026-09-14 01:01,2026-09,10,2551,マルサンアイ,,,,―,―,―,―,0,100,9,,0,,,―
2026-09-14 01:01,2026-09,10,2586,フルッタフルッタ,,,,―,―,―,―,70,100,16,3,0,,,―
2026-09-14 01:01,2026-09,10,2594,キーコーヒー,0,,0,×,―,―,―,2001,100,16,96,17.0,0,0,×
2026-09-14 01:01,2026-09,10,2652,まんだらけ,,,,―,―,―,―,424,100,16,20,16.0,,,―
2026-09-14 01:01,2026-09,10,2654,アスモ,,,,―,―,―,―,0,300,16,,0,,,―
2026-09-14 01:01,2026-09,10,2694,焼肉坂井ホールディングス,,,,―,―,―,―,72,100,16,3,8,,,―
2026-09-14 01:01,2026-09,10,2705,大戸屋ホールディングス,,,,―,―,―,―,8710,100,16,420,2.0,,,―
2026-09-14 01:01,2026-09,10,2733,あらた,4600,80600,25000,▲,200,◎,―,2650,100,16,128,7.0,25000,4600,▲
2026-09-14 01:01,2026-09,10,2737,トーメンデバイス,1200,,,×,―,―,―,34800,100,16,1678,0,,,×
2026-09-14 01:01,2026-09,10,2749,ＪＰホールディングス,0,,0,×,―,―,―,645,500,16,156,2.0,,,×
2026-09-14 01:01,2026-09,10,2750,石光商事,,,,―,―,―,―,1346,300,16,195,4.0,,,―
2026-09-14 01:01,2026-09,10,2764,ひらまつ,0,,,―,―,―,―,168,500,16,41,0,,,―
2026-09-14 01:01,2026-09,10,2790,ナフコ,,,,―,―,―,―,2068,100,16,100,0,,,―
2026-09-14 01:01,2026-09,10,2805,ヱスビー食品,,,,―,―,―,―,7450,100,16,359,0,,,―
2026-09-14 01:01,2026-09,10,2810,ハウス食品グループ本社,400,49700,2800,▲,―,◎,―,3872,100,16,187,3.0,,,▲
2026-09-14 01:01,2026-09,10,2814,佐藤食品工業,,,,―,―,―,―,0,300,16,,0,,,―
2026-09-14 01:01,2026-09,10,2815,アリアケジャパン,500,150100,1400,▲,―,◎,―,5250,1000,16,2532,5.0,,,▲
2026-09-14 01:01,2026-09,10,2816,ダイショー,,,,―,―,―,―,1416,100,16,68,36,,,―
2026-09-14 01:01,2026-09,10,2818,ピエトロ,0,,,―,―,―,―,1765,100,16,85,14.0,,,―
2026-09-14 01:01,2026-09,10,2831,はごろもフーズ,,,,―,―,―,―,0,100,16,,0,,,―
2026-09-14 01:01,2026-09,10,2874,横浜冷凍,1400,59100,18200,◎,―,◎,―,2211,1000,16,1066,2.0,,,◎
2026-09-14 01:01,2026-09,10,2883,大冷,0,,,―,―,―,―,0,100,16,,0,,0,―
2026-09-14 01:01,2026-09,10,2897,日清食品,3200,377100,7900,▲,300,◎,―,2938,900,16,1275,10.0,7900,3200,▲
2026-09-14 01:01,2026-09,10,2907,あじかん,,,,―,―,―,―,1539,500,16,371,1.0,,,―
2026-09-14 01:01,2026-09,10,2911,旭松食品,,,,―,―,―,―,0,2000,16,,0,,,―
2026-09-14 01:01,2026-09,10,2916,仙波糖化工業,,,,―,―,―,―,0,500,16,,0,,,―
2026-09-14 01:01,2026-09,10,2917,大森屋,,,,―,―,―,―,927,1000,16,447,0,,,―
2026-09-14 01:01,2026-09,10,2933,紀文食品,100,,0,×,―,―,―,1125,300,16,163,29.0,0,100,×
2026-09-14 01:01,2026-09,10,2974,大英産業,,,,―,―,―,―,0,100,16,,0,,,―
2026-09-14 01:01,2026-09,10,2998,クリアル,,,,―,―,―,―,521,100,16,25,0,,,―
2026-09-14 01:01,2026-09,10,3002,グンゼ,3400,48000,14000,▲,―,◎,―,4010,100,16,193,18.0,14000,3400,▲
2026-09-14 01:01,2026-09,10,3010,ポラリス・ホールディングス,,,,―,―,―,―,188,500,16,45,0,,,―
2026-09-14 01:01,2026-09,10,3032,ゴルフ・ドゥ,,,,―,―,―,―,0,500,16,,0,,,―
2026-09-14 01:01,2026-09,10,3066,ＪＢイレブン,,,,―,―,―,―,0,100,16,,0,,,―
2026-09-14 01:01,2026-09,10,3067,東京一番フーズ,0,,,―,―,―,―,468,500,16,113,14.0,,,―
2026-09-14 01:01,2026-09,10,3069,ＪＦＬＡホールディングス,,,,―,―,―,×,167,500,16,40,24,,,―
2026-09-14 01:01,2026-09,10,3088,マツココ,14000,1293900,107000,◎,1000,◎,▲,2474,100,16,119,6.0,107000,14000,◎
2026-09-14 01:01,2026-09,10,3096,オーシャンシステム,,,,―,―,―,―,1610,200,16,155,0,,,―
2026-09-14 01:01,2026-09,10,3099,三越伊勢丹,2600,796000,2700,▲,―,◎,―,3151,100,16,152,3.0,2700,2600,▲
2026-09-14 01:01,2026-09,10,3143,オーウイル,,,,―,―,―,―,710,300,16,103,0,,,―
2026-09-14 01:01,2026-09,10,3153,八洲電機,39000,,0,×,―,―,―,2976,100,16,144,0,0,39000,×
