監視,優先度,コード,銘柄名,優待内容,優待価値,必要資金,総合利回り,売建上限,長期優遇,制度信用指標,権利月
False,,2694,焼肉坂井ホールディングス,【100株】10％割引券2枚,640,1.0,8.89,,,注意喚起:申込停止 / max逆日歩:8,2026-09
False,,2705,大戸屋ホールディングス,【100株】食事券 4000円相当,2800,89.0,0.32,,,注意喚起:申込停止 / max逆日歩:2.0,2026-09
False,,2733,あらた,【100株】クオカード 1000円相当,1000,27.0,0.4,0,,max逆日歩:7.0,2026-09
False,,2737,トーメンデバイス,【100株】デジタルギフト2000円などから選択,1940,400.0,0.05,,,,2026-09
False,,2749,ＪＰホールディングス,【500株】クオカード10000円相当【注：継続保有制限】,9500,33.0,2.81,,,注意喚起:注意喚起 / max逆日歩:2.0,2026-09
False,,2750,石光商事,【300株】自社取扱商品 2000円相当【注：継続保有制限】,800,41.0,0.2,,,max逆日歩:4.0,2026-09
False,,2764,ひらまつ,【500株】割引券20％,500,8.0,0.6,,,,2026-09
False,,2790,ナフコ,【100株】ＵＣギフトカード1000円 または ナフコお買物券1000円分,800,21.0,0.38,,,,2026-09
False,,2805,ヱスビー食品,【100株】レトルト食品・調味料など 1000円相当【注：継続保有制限】,500,76.0,0.06,,,,2026-09
False,,2810,ハウス食品グループ本社,【100株】カレールウなど1000円相当【注：継続保有制限】,500,40.0,0.13,,,max逆日歩:3.0,2026-09
False,,2814,佐藤食品工業,【300株】タリーズデジタルギフト4000円分,3880,57.0,0.68,,,,2026-09
False,,2815,アリアケジャパン,【1000株】食品 3000円相当,1500,525.0,0.03,,,max逆日歩:5.0,2026-09
False,,2816,ダイショー,【100株】ドレッシング・調味料など 1000円相当,500,14.0,0.35,,,max逆日歩:36,2026-09
False,,2818,ピエトロ,【100株】通信販売10％割引,1000,18.0,0.57,,,注意喚起:注意喚起 / max逆日歩:14.0,2026-09
False,,2831,はごろもフーズ,【500株】自社商品 600円相当,300,37.0,0.08,,,,2026-09
False,,2874,横浜冷凍,【1000株】海鮮品 5000円相当【注：継続保有制限】,2500,218.0,0.12,,,max逆日歩:2.0,2026-09
False,,2883,大冷,【100株】冷凍食品 2500円相当,2500,20.0,1.2,,,,2026-09
False,,2897,日清食品ホールディングス,【900株】自社グループ商品6000円相当（オンラインストアから選択）,6000,262.0,0.2,300,,max逆日歩:10.0,2026-09
False,,2907,あじかん,【500株】自社製品2000円相当【注：継続保有制限】,800,78.0,0.1,,,注意喚起:注意喚起 / max逆日歩:1.0,2026-09
False,,2911,旭松食品,【2000株】即席みそ汁など 3000円相当【注：継続保有制限】,1500,452.0,0.03,,,,2026-09
False,,2916,仙波糖化工業,【500株】お茶・食べ物など 3000円相当,1500,37.0,0.41,,,,2026-09
False,,2917,大森屋,【1000株】海苔など自社製品 6000円相当,3000,92.0,0.32,,,,2026-09
False,,2933,紀文食品,【300株】自社商品詰合せ（約3500円相当）,3500,34.0,1.0,,,注意喚起:注意喚起 / max逆日歩:29.0,2026-09
False,,2974,大英産業,【100株】クオカード 1000円相当,950,9.0,1.03,,,,2026-09
False,,2998,クリアル,【500株】デジタルギフト5000円相当,4850,5.0,9.26,,,,2026-09
False,,3002,グンゼ,"【100株】通販カタログ商品優待クーポン1,000円相当など",1000,41.0,0.2,0,,max逆日歩:18.0,2026-09
False,,3010,ポラリス・ホールディングス,【500株】宿泊割引券2000円分,1000,9.0,1.06,,,,2026-09
False,,3032,ゴルフ・ドゥ,【500株】ルアンルアン ハーバルフレッシュソープ ジャンボスティック 及び 株主ご優待割引券1枚,500,12.0,0.43,,,,2026-09
False,,3066,ＪＢイレブン,【100株】優待お食事券500円相当 及び 50％割引券,370,7.0,0.57,,,,2026-09
False,,3067,東京一番フーズ,【500株】優待券 5490円相当,2500,23.0,1.08,,,max逆日歩:14.0,2026-09
False,,3069,ＪＦＬＡホールディングス,【500株】【2026まで休止】優待カタログ 3000円相当,1500,8.0,1.81,,,max逆日歩:24,2026-09
False,,3088,マツキヨココカラ＆カンパニー,"【100株】マツキヨココカラポイント2,000円分",2000,25.0,0.8,0,,max逆日歩:6.0,2026-09
False,,3096,オーシャンシステム,【200株】お米3kg(新潟県以外),1250,32.0,0.39,,,,2026-09
False,,3099,三越伊勢丹ホールディングス,【100株】株主様ご優待カード(限度額7.5万円),2200,33.0,0.67,,,max逆日歩:3.0,2026-09
False,,3143,オーウイル,【300株】クオカード1000円相当,950,22.0,0.44,,,,2026-09
False,,3153,八洲電機,【100株】グルメカード 1000円相当,1000,31.0,0.3,,,,2026-09
False,,3167,ＴＯＫＡＩホールディングス,【300株】クオカード 1500円相当,500,14.0,0.4,,,max逆日歩:3.0,2026-09
False,,3175,エー・ピーホールディングス,"【200株】飲食電子チケット もしくは 選べる当社ギフト商品7,000円分",7000,20.0,3.57,,,,2026-09
False,,3176,三洋貿易,【500株】プレミアム優待クラブ2000ポイント,2000,57.0,0.4,,,max逆日歩:0.0,2026-09
False,,3178,チムニー,【100株】食事券 3000円相当,1800,12.0,1.5,,,注意喚起:申込停止 / max逆日歩:21.0,2026-09
False,,3190,ホットマン,【100株】ＪＣＢギフトカード1000円相当,970,6.0,1.66,,,,2026-09
False,,3199,綿半ホールディングス,【100株】信州特産品など 2000円相当【注：継続保有制限】,800,13.0,0.61,,,max逆日歩:0.0,2026-09
False,,3221,ヨシックスホールディングス,【100株】食事優待券 3000円相当,3000,32.0,1.0,,,注意喚起:注意喚起 / max逆日歩:53.0,2026-09
False,,3224,ゼネラル・オイスター,【1000株】OPCポイント 10000ポイント,4000,69.0,0.58,,,,2026-09
False,,3232,三重交通グループホールディングス,【100株】路線バス乗車券2枚など,600,6.0,0.98,,,注意喚起:注意喚起 / max逆日歩:5.0,2026-09
False,,3237,イントランス,"【1000株】デジタルギフト2,500円相当【注：継続保有制限】",2425,9.0,2.58,,,,2026-09
False,,3289,東急不動産ホールディングス,【100株】宿泊優待券,100,13.0,0.08,5000,,max逆日歩:1.0,2026-09
False,,3306,日本製麻,【3000株】【2026のみ】デジタルギフト10000円相当,9700,237.0,0.45,,,,2026-09
False,,3358,Ｔｒａｉｌｈｅａｄ　Ｇｌｏｂａｌ　Ｈｏｌ,"【2500株】オンラインショップ「山小屋からの贈り物」2,050ポイント【注：継続保有制限】",1025,23.0,0.43,,,,2026-09
False,,3359,ｃｏｔｔａ,【1000株】通販サイト優待割引15％ 及び デジタルギフト1万円分,200,78.0,0.03,,,,2026-09
False,,3371,ソフトクリエイトホールディングス,【100株】クオカード 500円相当,500,22.0,0.2,,,max逆日歩:2.0,2026-09
False,,3372,関門海,【100株】優待割引券 2000円相当,400,2.0,1.81,,,注意喚起:申込停止,2026-09
False,,3392,デリカフーズホールディングス,【400株】クオカード2000円相当,1900,32.0,0.59,,,,2026-09
False,,3397,トリドールホールディングス,【100株】優待割引券 3000円相当,3000,43.0,0.7,,,注意喚起:注意喚起 / max逆日歩:5,2026-09
False,,3435,サンコーテクノ,【500株】クオカード1000円相当,950,77.0,0.12,,,,2026-09
False,,3447,信和,【1500株】プレミアム優待クラブ15000P,9000,153.0,0.59,,,,2026-09
False,,3461,パルマ,【100株】クオカード 1000円相当,950,6.0,1.52,,,,2026-09
False,,3465,ケイアイスター不動産,【200株】【分割変更】電子マネー等 1000円相当【注：継続保有制限】,1940,66.0,0.3,,,max逆日歩:16.0,2026-09
False,,3477,フォーライフ,【1000株】【2026記念】プレミアム優待クラブ 10000ポイントなど,6000,92.0,0.66,,,,2026-09
False,,3494,マリオン,【100株】クオカード1000円相当,950,4.0,2.11,,,,2026-09
False,,3529,アツギ,【100株】割引券30%,1000,10.0,0.99,,,max逆日歩:0.0,2026-09
False,,3537,昭栄薬品,【600株】プレミアム優待クラブ20000ポイント,12000,109.0,1.16,,,,2026-09
False,,3561,力の源ホールディングス,"【500株】ご賞味券2枚(2,000円分)",2000,15.0,1.33,,,注意喚起:注意喚起 / max逆日歩:26.0,2026-09
False,,3563,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥ,"【100株】電子株主優待割引券1,100円相当",1100,49.0,0.2,0,,max逆日歩:2.0,2026-09
False,,3569,セーレン,【100株】割引券20%,1500,33.0,0.46,,,max逆日歩:4.0,2026-09
False,,3591,ワコールホールディングス,【100株】優待割引20％引き,400,40.0,0.1,,,max逆日歩:8.0,2026-09
False,,3598,山喜,【100株】優待券 1000円相当,300,2.0,1.82,,,,2026-09
False,,3648,ＡＧＳ,【200株】クオカード1000円相当【注：継続保有制限】,950,21.0,0.45,,,max逆日歩:1.0,2026-09
False,,3674,オークファン,【300株】QUOカードPay1000円相当,950,10.0,0.94,,,注意喚起:申込停止 / max逆日歩:5.0,2026-09
False,,3679,じげん,【100株】トラベリストポイント500ポイント,500,4.0,1.1,,,max逆日歩:1.0,2026-09
False,,3690,イルグルム,【100株】デジタルギフト1000円相当,970,6.0,1.69,,,注意喚起:申込停止 / max逆日歩:11.0,2026-09
False,,3691,デジタルプラス,【700株】デジタルギフト（金額は株主数に応じて変動）,29100,134.0,2.19,,,,2026-09
False,,3710,ジョルダン,【100株】「乗換案内PREMIUM(株主優待版)」半年間利用権,1980,6.0,3.06,,,注意喚起:注意喚起 / max逆日歩:6.0,2026-09
False,,3712,情報企画,【1000株】カタログギフト5000円相当【注：継続保有制限】,3000,101.0,0.3,,,max逆日歩:5.0,2026-09
False,,3726,フォーシーズＨＤ,"【100株】プレミアムメンバーズ3000P 及び化粧品3,100円相当",2440,4.0,6.13,,,,2026-09
False,,3750,サイトリ細胞研究所,【100株】クオカード2500円相当,2375,8.0,2.8,,,,2026-09
False,,3762,テクマトリックス,"【500株】食品優待カタログ 1,500円相当",1500,126.0,0.1,1000,,max逆日歩:1.0,2026-09
False,,3768,リスクモンスター,【300株】自社商品1500円相当【注：継続保有制限】,600,17.0,0.36,,,max逆日歩:0.0,2026-09
False,,3769,ＧＭＯペイメントゲートウェイ,【100株】自社株式購入時のビットコイン付与【注：継続保有制限】,1000,87.0,0.11,,,,2026-09
False,,3771,システムリサーチ,【100株】クオカード 1000円相当,1000,19.0,0.5,,,max逆日歩:0.0,2026-09
False,,3772,ウェルス・マネジメント,"【200株】グループ運営ホテル株主優待券2,500円分",200,22.0,0.09,,,,2026-09
False,,3778,さくらインターネット,【100株】クオカード 500円相当,500,38.0,0.1,,,max逆日歩:54.0,2026-09
False,,3796,いい生活,【100株】クオカード500円相当,475,3.0,1.42,,,注意喚起:注意喚起,2026-09
False,,3799,キーウェアソリューションズ,【300株】デジタルギフト3000円相当【注：継続保有制限】,2910,35.0,0.85,,,注意喚起:注意喚起 / max逆日歩:19.0,2026-09
False,,3839,ＯＤＫソリューションズ,【100株】クオカード 500円相当,475,6.0,0.76,,,注意喚起:注意喚起 / max逆日歩:11.0,2026-09
False,,3844,コムチュア,【300株】デジタルギフト 1000円相当,1000,40.0,0.3,,,,2026-09
False,,3861,王子ホールディングス,【5000株】植林活動応援イベント,2000,435.0,0.05,,,max逆日歩:0.0,2026-09
False,,3912,モバイルファクトリー,"【1000株】デジタルギフト®10,000円分【注：継続保有制限】",8000,114.0,0.71,,,max逆日歩:0.0,2026-09
False,,3939,カナミックネットワーク,【100株】アーバンフィット24優待券及び【抽選】JCBギフトカード 20万円,50,5.0,0.1,,,,2026-09
False,,3964,オークネット,Ｐ倶楽部,1000,14.0,0.7,,,,2026-09
False,,3965,キャピタル・アセット・プランニング,【300株】クオカード2000円相当【注：継続保有制限】,1900,27.0,0.71,,,,2026-09
False,,3969,エイトレッド,【100株】1000円相当のクオカード,950,14.0,0.68,,,,2026-09
False,,3985,テモナ,【100株】デジタルギフト500円相当【注：継続保有制限】,485,2.0,2.5,,,,2026-09
False,,4008,住友精化,【500株】【分割変更】クオカード1000円相当【注：継続保有制限】,950,76.0,0.13,,,max逆日歩:9.0,2026-09
False,,4051,ＧＭＯフィナンシャルゲート,【100株】自社株式購入時のビットコイン付与【注：継続保有制限】,1000,62.0,0.16,,,,2026-09
False,,4061,デンカ,【1株】化粧品優待価格販売,2000,0.0,58.82,,,max逆日歩:3.0,2026-09
False,,4064,日本カーバイド工業,【100株】デジタルギフト500円,500,36.0,0.1,,,,2026-09
False,,4094,日本化学産業,【300株】クオカード5000円相当,4750,68.0,0.69,,,,2026-09
False,,4124,大阪油化工業,"【100株】クオカード5,000円相当【注：継続保有制限】",4750,30.0,1.6,,,,2026-09
False,,4177,ｉ－ｐｌｕｇ,【100株】デジタルギフト2000円【注：継続保有制限】,1940,14.0,1.32,,,,2026-09
False,,4193,ファブリカホールディングス,【200株】【2027より保有制限】電子ギフト6000円相当,4800,44.0,1.11,,,,2026-09
False,,4196,ネオマーケティング,"【500株】デジタルギフト20,000円",19400,68.0,2.9,,,,2026-09
False,,4218,ニチバン,【100株】文房具 3500円相当【注：継続保有制限】,1400,19.0,0.72,,,max逆日歩:0.0,2026-09
False,,4220,リケンテクノス,【200株】クオカード1000円 及び 家庭用小巻ラップフィルム２本,1000,47.0,0.2,,,max逆日歩:2.0,2026-09
False,,4290,プレステージ・インターナショナル,【100株】【2026記念】クオカード3000円,3000,7.0,4.2,,,注意喚起:注意喚起,2026-09
False,,4323,日本システム技術,【100株】クオカード1000円相当【注：継続保有制限】,950,19.0,0.5,,,max逆日歩:5.0,2026-09
False,,4365,松本油脂製薬,【100株】うどんだし10缶セット【注：継続保有制限】,500,235.0,0.02,,,,2026-09
False,,4373,シンプレクス・ホールディングス,【600株】プレミアム優待クラブ3000ポイント,3000,69.0,0.4,,,,2026-09
False,,4376,くふうカンパニーホールディングス,【100株】グループサービス無料利用券及び割引券（電子チケット）,1000,2.0,5.75,,,,2026-09
False,,4417,グローバルセキュリティエキスパート,【200株】デジタルギフト2000円相当などから選択【注：継続保有制限】,1940,113.0,0.17,,,,2026-09
False,,4421,ディ・アイ・システム,【100株】クオカード1000円相当,950,9.0,1.0,,,,2026-09
False,,4442,バルテス・ホールディングス,【500株】クオカード7500円相当【注：継続保有制限】,7125,20.0,3.53,,,注意喚起:注意喚起 / max逆日歩:1.0,2026-09
False,,4444,インフォネット,【300株】デジタルギフト6500円相当【注：継続保有制限】,6305,29.0,2.21,,,,2026-09
False,,4445,リビン・テクノロジーズ,【200株】デジタルギフト7500円相当,7275,39.0,1.88,,,,2026-09
False,,4447,ピー・ビーシステムズ,【100株】クオカード500円分 及び 特製カレンダー,475,5.0,0.95,,,max逆日歩:5.0,2026-09
False,,4462,石原ケミカル,【200株】クオカード1000円相当,1000,56.0,0.2,200,,max逆日歩:3.0,2026-09
False,,4484,ランサーズ,【500株】デジタルギフト4000円相当【注：継続保有制限】,3880,15.0,2.59,,,,2026-09
False,,4491,コンピューターマネージメント,【100株】クオカード10000円相当,9500,33.0,2.91,,,,2026-09
False,,4526,理研ビタミン,【100株】ドレッシングなど 1000円相当,1000,33.0,0.3,200,,max逆日歩:5.0,2026-09
False,,4539,日本ケミファ,【1株】ヘルスケア商品特別優待販売,1000,0.0,62.5,,,,2026-09
False,,4540,ツムラ,【100株】自社入浴剤1本【注：継続保有制限】,778,38.0,0.2,,,,2026-09
False,,4543,テルモ,【100株】自社施設見学会(抽選)【注：継続保有制限】,1000,23.0,0.44,,,max逆日歩:0.0,2026-09
False,,4559,ゼリア新薬工業,【100株】ヘパリーゼW 10本,1300,20.0,0.64,1000,,max逆日歩:3.0,2026-09
False,,4658,日本空調サービス,【100株】クオカード1000円相当,1000,16.0,0.6,,,max逆日歩:3.0,2026-09
False,,4661,オリエンタルランド,【100株】【2026記念】1dayパスポート1枚,7100,30.0,2.34,,,max逆日歩:2,2026-09
False,,4665,ダスキン,【100株】買物券 1000円相当【注：継続保有制限】,900,47.0,0.19,,,max逆日歩:8.0,2026-09
False,,4676,フジ・メディア・ホールディングス,【100株】オリジナル手帳,400,41.0,0.1,,,max逆日歩:4.0,2026-09
False,,4680,ラウンドワン,【100株】500円割引券,500,12.0,0.4,2000,,max逆日歩:0.0,2026-09
False,,4718,早稲田アカデミー,【100株】株主優待券 5000円相当,5000,25.0,2.0,,,max逆日歩:36,2026-09
False,,4719,アルファシステムズ,【100株】カレンダー,500,33.0,0.15,,,,2026-09
False,,4732,ユー・エス・エス,【100株】クオカード 500円相当,500,19.0,0.3,0,,max逆日歩:4.0,2026-09
False,,4751,サイバーエージェント,【100株】ABEMAプレミアム利用料 3ケ月無料クーポン,3540,12.0,2.8,,,,2026-09
False,,4762,エックスネット,【100株】【2027株数変更あり】クオカード500円相当,475,22.0,0.22,,,,2026-09
False,,4783,ＮＣＤ,【100株】クオカード500円相当,475,26.0,0.18,,,max逆日歩:2.0,2026-09
False,,4801,セントラルスポーツ,【100株】優待券3枚,3000,24.0,1.25,,,,2026-09
False,,4814,ネクストウェア,【500株】OSK自主公演およびブッルクリンパーラー劇場公演 全公演見放題配信チケットなど,,8.0,0.0,,,注意喚起:申込停止,2026-09
False,,4838,スペースシャワーＳＫＩＹＡＫＩホールディ,【100株】【抽選】音楽ライブイベントへの招待抽選権1口,,7.0,0.0,,,,2026-09
False,,4839,ＷＯＷＯＷ,"【100株】Amazonギフトカード2,000円相当など【注：継続保有制限】",1940,10.0,1.94,,,max逆日歩:0.0,2026-09
False,,4901,富士フイルムホールディングス,【100株】自社グループヘルスケア商品優待割引販売,5,34.0,0.0,,,,2026-09
False,,4902,コニカミノルタ,【100株】カレンダー,,7.0,0.0,,,,2026-09
False,,4925,ハーバー研究所,【100株】割引券 10000円相当,3000,17.0,1.73,,,注意喚起:申込停止 / max逆日歩:15.0,2026-09
False,,4931,新日本製薬,【100株】パーフェクトワン モイスチャージェル,4000,20.0,2.0,,,注意喚起:注意喚起 / max逆日歩:15,2026-09
False,,4932,アルマード,【100株】ECサイトクーポン 3000円分,3000,8.0,3.68,,,,2026-09
False,,4937,Ｗａｑｏｏ,【100株】SBC湘南美容クリニック「10％割引チケット」,,24.0,0.0,,,,2026-09
False,,4951,エステー,【1000株】日用品 3000円相当,3000,153.0,0.2,,,max逆日歩:4.0,2026-09
False,,4958,長谷川香料,【100株】クオカード 1000円相当,1000,35.0,0.3,1000,,max逆日歩:6.0,2026-09
False,,4990,昭和化学工業,【1000株】あきたこまち 2kg,500,52.0,0.1,,,,2026-09
False,,4997,日本農薬,【100株】おこめ券4枚,1760,12.0,1.5,,,max逆日歩:1.0,2026-09
False,,5071,ヴィス,【200株】プレミアム優待クラブ1000ポイント,600,28.0,0.2,,,注意喚起:申込停止,2026-09
False,,5121,藤倉コンポジット,【100株】アウトドア用品・ゴルフクラブ優待販売,150,29.0,0.05,,,max逆日歩:0.0,2026-09
False,,5142,アキレス,【100株】優待割引販売,,19.0,0.0,,,max逆日歩:2.0,2026-09
False,,5237,ノザワ,【100株】クオカード1000円【注：継続保有制限】,950,12.0,0.78,,,注意喚起:申込停止,2026-09
False,,5262,日本ヒューム,【600株】プレミアム優待クラブ1500ポイント,1500,67.0,0.2,,,注意喚起:申込停止 / max逆日歩:2.0,2026-09
False,,5290,ベルテクスコーポレーション,【300株】プレミアム優待クラブ3000ポイント,1800,38.0,0.49,,,max逆日歩:4.0,2026-09
False,,5368,日本インシュレーション,【300株】オリジナルカタログギフト2000円相当,1200,31.0,0.4,,,,2026-09
False,,5401,日本製鉄,【1000株】【抽選】自社工場見学など,,68.0,0.0,,,max逆日歩:5.0,2026-09
False,,5463,丸一鋼管,【100株】お米券1kg【注：継続保有制限】,400,17.0,0.23,,,max逆日歩:10.0,2026-09
False,,5607,中央可鍛工業,【100株】クオカード500円,475,6.0,0.78,,,注意喚起:申込停止,2026-09
False,,6033,エクストリーム,【100株】クオカード500円,475,17.0,0.27,,,注意喚起:申込停止,2026-09
False,,6045,レントラックス,【100株】デジタルギフト5000円相当【注：継続保有制限】,4000,21.0,1.93,,,注意喚起:注意喚起 / max逆日歩:29.0,2026-09
False,,6046,リンクバル,"【1000株】デジタルギフト®5,000円分【注：継続保有制限】",4850,15.0,3.17,,,注意喚起:申込停止 / max逆日歩:0.0,2026-09
False,,6050,イー・ガーディアン,【100株】デジタルギフト5000円相当,4850,18.0,2.67,,,注意喚起:申込停止 / max逆日歩:29.0,2026-09
False,,6070,キャリアリンク,【100株】クオカード 500円相当,500,25.0,0.2,,,,2026-09
False,,6073,アサンテ,【100株】【2027より保有制限】ギフトカード 1000円相当,1000,15.0,0.7,,,注意喚起:申込停止 / max逆日歩:5.0,2026-09
False,,6087,アビスト,【500株】プレミアム優待クラブ30000P,18000,178.0,1.01,,,,2026-09
False,,6092,エンバイオ・ホールディングス,【1000株】プレミアム優待クラブ20000ポイント,12000,82.0,1.47,,,注意喚起:申込停止 / max逆日歩:1,2026-09
False,,6140,旭ダイヤモンド工業,【300株】ジュエリー公式 オンラインショップクーポン3000円【注：継続保有制限】,3000,34.0,0.89,,,max逆日歩:1.0,2026-09
False,,6181,タメニー,【100株】パートナーエージェント等入会時登録料無料券など,,1.0,0.0,,,,2026-09
False,,6189,グローバルキッズＣＯＭＰＡＮＹ,"【500株】giftee Box®10,000ポイント【注：継続保有制限】",9700,51.0,1.92,,,注意喚起:注意喚起 / max逆日歩:4.0,2026-09
False,,6193,バーチャレクス・ホールディングス,【200株】クオカード5000円相当,4750,24.0,2.03,,,,2026-09
False,,6240,ヤマシンフィルタ,【200株】クオカード500円相当,500,10.0,0.5,,,max逆日歩:1.0,2026-09
False,,6277,ホソカワミクロン,【100株】化粧品・シャンプー等 2500円相当,2500,61.0,0.4,500,,max逆日歩:7.0,2026-09
False,,6282,オイレス工業,【300株】【回数追加】プレミアム優待クラブ 3000ポイント,3000,89.0,0.3,,,max逆日歩:7.0,2026-09
False,,6316,丸山製作所,"【100株】ＱＵＯカードまたはデジタルギフト® 1,000円分【注：継続保有制限】",950,30.0,0.32,,,注意喚起:申込停止 / max逆日歩:12.0,2026-09
False,,6325,タカキタ,【100株】キャッシュレスポイント1000円相当【注：継続保有制限】,970,4.0,2.33,,,max逆日歩:14.0,2026-09
False,,6332,月島ホールディングス,【500株】【9月新規取得のみ】コシヒカリ2kg,800,135.0,0.06,,,max逆日歩:0.0,2026-09
False,,6339,新東工業,【100株】クオカード 1000円相当【注：継続保有制限】,950,12.0,0.79,,,max逆日歩:2.0,2026-09
False,,6379,レイズネクスト,【400株】プレミアム優待クラブ1500ポイント,500,31.0,0.2,,,max逆日歩:13.0,2026-09
